cas_znamka	rok	mesiac	den	den_v_tyzdni
2015-09-26 17:54:27.158239	2015	9	26	Sobota
2015-09-27 17:54:27.158239	2015	9	27	Nedela
2015-09-28 17:54:27.158239	2015	9	28	Pondelok
2015-09-29 17:54:27.158239	2015	9	29	Utorok
2015-09-30 17:54:27.158239	2015	9	30	Streda
2015-10-01 17:54:27.158239	2015	10	1	Stvrtok
2015-10-02 17:54:27.158239	2015	10	2	Piatok
2015-10-03 17:54:27.158239	2015	10	3	Sobota
2015-10-04 17:54:27.158239	2015	10	4	Nedela
2015-10-05 17:54:27.158239	2015	10	5	Pondelok
2015-10-06 17:54:27.158239	2015	10	6	Utorok
2015-10-07 17:54:27.158239	2015	10	7	Streda
2015-10-08 17:54:27.158239	2015	10	8	Stvrtok
