id_cas,id_pobocka,id_tovar,id_zamestnanec,pocet_kusov,dostupnost_tovaru
407,9,295,76,4,nedostupne
552,1,426,137,1,na objednavku
887,11,405,77,11,nedostupne
196,7,73,74,4,nedostupne
523,10,291,182,3,na objednavku
119,4,198,23,1,na ceste
423,1,196,45,3,olmsadk
314,3,291,9,5,na objednavku
839,11,220,92,2,na ceste
590,12,231,170,5,nedostupne
879,7,447,59,2,nedostupne
659,8,370,35,1,na objednavku
3,10,21,119,1,skladom
753,6,321,4,6,na ceste
741,12,164,96,3,skladom
260,11,306,87,1,na ceste
615,4,45,199,3,na objednavku
647,6,260,18,7,skladom
782,1,279,64,4,na objednavku
126,3,416,91,4,nedostupne
609,4,34,162,1,nedostupne
182,12,405,8,1,skladom
913,8,42,4,11,na objednavku
558,9,336,198,8,na objednavku
469,9,390,84,9,na objednavku
485,11,205,49,8,skladom
112,12,222,129,3,nedostupne
186,2,393,21,3,skladom
986,6,109,15,2,nedostupne
862,5,302,36,3,na objednavku
600,11,83,12,1,na ceste
825,7,107,126,1,na ceste
673,9,235,32,2,nedostupne
354,4,48,68,6,na objednavku
501,7,65,43,1,na ceste
772,2,408,153,1,na objednavku
42,10,302,86,2,nedostupne
261,6,103,180,6,na ceste
567,3,329,66,3,na ceste
260,3,166,270,2,na ceste
971,11,287,71,11,na objednavku
434,2,378,19,2,nedostupne
650,5,385,149,1,na ceste
392,5,275,133,4,na objednavku
525,10,97,76,1,nedostupne
77,7,440,172,11,na ceste
287,4,233,147,9,nedostupne
34,12,386,95,4,skladom
576,6,219,55,15,na objednavku
620,2,376,117,2,na ceste
468,6,72,131,9,na ceste
324,10,144,4,4,na ceste
192,8,315,33,14,na objednavku
54,9,150,62,3,na objednavku
308,11,394,248,3,na ceste
674,9,301,225,4,oaea bkvndjun
507,1,102,213,2,nedostupne
849,1,94,4,3,nedostupne
694,8,103,135,5,skladom
892,11,292,164,5,nedostupne
666,7,162,19,5,skladom
560,1,358,231,5,skladom
672,7,445,72,3,nedostupne
934,4,236,87,3,nedostupne
855,12,269,163,3,na ceste
826,6,445,179,4,na ceste
722,11,292,21,1,skladom
577,12,170,158,9,na objednavku
678,11,25,53,7,skladom
763,10,143,171,1,na objednavku
364,12,370,129,1,skladom
59,4,82,167,6,nedostupne
287,10,36,79,3,nedostupne
629,4,8,64,4,skladom
461,6,226,210,5,nedostupne
849,5,180,248,13,nedostupne
72,5,172,174,4,na ceste
923,1,382,224,14,skladom
31,3,425,166,12,nedostupne
625,8,367,280,7,skladom
307,4,92,166,2,na objednavku
244,5,364,234,5,na ceste
344,3,252,195,5,na objednavku
109,7,333,134,12,nedostupne
466,7,308,59,9,na objednavku
710,1,353,156,3,skladom
542,3,51,108,8,skladom
397,6,42,174,1,skladom
702,6,5,15,10,na ceste
215,1,424,23,2,na ceste
949,7,74,122,3,nedostupne
113,9,250,273,15,nedostupne
496,1,99,27,3,na objednavku
545,11,67,135,3,nedostupne
642,11,224,186,14,nedostupne
360,12,121,241,3,na objednavku
809,6,230,159,4,nedostupne
647,2,362,77,4,na objednavku
609,2,366,282,1,skladom
775,7,232,145,9,skladom
240,8,246,149,6,na ceste
333,11,49,165,5,skladom
747,3,182,51,5,na ceste
314,8,278,188,11,nedostupne
755,1,93,67,8,na ceste
147,12,108,74,4,na objednavku
394,3,125,130,1,nedostupne
891,8,216,146,4,nedostupne
200,4,366,6,3,nedostupne
873,1,8,175,3,nedostupne
57,7,336,38,11,na ceste
997,12,156,38,4,skladom
100,11,52,47,5,na ceste
854,1,77,267,13,nedostupne
21,3,75,131,9,na ceste
270,3,102,237,1,skladom
324,4,188,99,4,na objednavku
902,4,430,81,14,na objednavku
512,11,71,46,15,skladom
532,5,395,146,1,na ceste
668,12,129,192,3,nedostupne
938,12,84,97,2, snaecet
418,9,283,4,7,na objednavku
351,7,147,256,5,nedostupne
654,3,315,70,3,skladom
669,7,317,279,1,skladom
446,8,185,233,4,nedostupne
1000,3,179,63,1,nedostupne
246,2,91,81,1,na objednavku
211,7,188,85,1,na objednavku
688,6,415,7,1,skladom
33,7,450,93,2,na ceste
924,4,366,191,3,oudesnnetp
386,11,439,22,4,na ceste
638,3,115,157,14,na ceste
336,4,391,130,3,nedostupne
677,8,423,171,3,skladom
856,4,126,260,2,nedostupne
38,4,384,166,9,skladom
315,3,199,48,2,nedostupne
274,8,261,5,15,nedostupne
377,3,113,138,4,ntpsuodeen
870,2,231,18,2,skladom
560,6,34,168,1,skladom
807,2,318,101,1,skladom
203,2,230,162,11,na ceste
510,8,295,124,4,bajnnvauk edo
338,8,95,188,1,nedostupne
380,3,211,96,4,na ceste
405,12,31,25,3,skladom
472,6,58,98,5,skladom
831,4,170,76,2,na objednavku
211,2,96,108,3,na objednavku
87,10,190,182,11,nedostupne
256,3,160,15,4,skladom
666,8,135,247,5,nedostupne
376,4,13,250,3,na ceste
4,5,184,154,3,na ceste
777,7,352,71,5,na ceste
302,4,373,72,2,na ceste
406,9,362,91,9,na objednavku
32,12,51,54,2,nedostupne
511,2,364,55,2,nedostupne
12,3,102,250,3,na ceste
968,11,52,18,8,skladom
535,10,441,73,3,na ceste
328,9,232,234,3,nedostupne
199,4,133,83,9,nedostupne
277,12,174,189,5,nedostupne
592,2,98,242,3,na ceste
935,2,40,276,2,na ceste
212,5,172,77,4,aokmsld
609,1,89,245,2,na ceste
1,3,34,110,12,na ceste
483,9,415,265,4,nedostupne
531,1,22,21,3,na objednavku
584,3,139,152,4,nedostupne
685,2,16,271,2,nedostupne
178,12,93,59,2,skladom
697,1,98,242,1,skladom
964,5,343,7,4,na ceste
584,4,285,198,3,na objednavku
592,4,247,26,7,skladom
877,11,350,192,10,na ceste
127,9,204,88,4,skladom
999,7,62,257,1,nedostupne
70,4,16,213,11,nedostupne
277,2,329,231,10,nedostupne
276,4,323,142,3,nedostupne
295,10,218,15,3,skladom
543,7,422,35,1,skladom
25,5,177,205,10,na ceste
590,4,430,161,6,na objednavku
728,10,87,1,15,nedostupne
710,8,75,32,12,na ceste
962,10,84,188,3,na ceste
277,1,90,8,4,nedostupne
281,12,242,105,2,nedostupne
819,12,317,139,4,na ceste
890,4,404,17,14,nedostupne
557,1,123,249,3,na objednavku
170,12,263,110,4,na objednavku
831,9,198,101,3,na objednavku
359,1,76,265,1,na ceste
473,3,353,259,2,nedostupne
48,8,359,222,3,skladom
400,10,293,82,3,acsente 
130,6,55,231,3,nedostupne
804,11,341,58,3,na ceste
798,7,172,164,1,na ceste
821,7,428,25,3,na ceste
662,1,356,79,12,nedostupne
27,4,178,46,3,skladom
353,8,361,83,1,skladom
193,11,257,103,1,na ceste
883,9,9,5,1,skladom
480,1,215,153,1,na ceste
14,11,244,229,10,uvedakonna bj
130,7,435,188,3,skladom
922,10,112,265,6,na ceste
301,8,371,138,9,nedostupne
401,8,187,53,1,na ceste
611,7,163,116,13,na objednavku
954,5,110,200,10,nedostupne
2,10,113,196,6,skladom
377,9,79,123,6,na ceste
498,1,219,213,6,skladom
989,1,200,170,6,na ceste
363,12,239,46,3,oepdutsnne
146,2,96,148,2,na objednavku
619,10,430,54,14,nedostupne
348,3,195,191,3,nedostupne
352,5,147,254,4,skladom
382,10,50,145,3,nedostupne
604,6,38,126,13,nedostupne
975,8,174,231,1,skladom
615,10,147,241,1,skladom
413,8,74,181,3,nedostupne
71,12,280,114,2,skladom
810,5,279,191,4,na objednavku
607,10,268,280,2,na objednavku
354,12,230,61,2,na ceste
534,8,316,262,2,nnedptsuoe
774,4,447,263,2,nast ece
148,6,303,279,10,avn kndaoejub
814,12,248,225,13,na objednavku
494,11,137,36,4,nedostupne
412,10,191,221,11,na objednavku
441,6,32,202,2,na ceste
638,5,137,52,5,na objednavku
576,11,402,21,6,skladom
997,6,255,121,2,na ceste
762,11,70,257,14,na objednavku
977,8,381,111,11,nedostupne
718,7,314,236,3,nedku onjaavb
670,6,444,89,11,na objednavku
139,1,126,190,1,na ceste
453,6,142,155,2,ets caen
324,7,33,206,3,skladom
738,3,187,51,4,skladom
1,7,310,170,9,na objednavku
562,2,272,208,3,nedostupne
389,4,439,81,14,nedostupne
54,4,92,115,4,na objednavku
558,1,272,192,10,na objednavku
875,6,387,155,1,na objednavku
877,8,158,102,4,na ceste
229,12,111,21,13,na ceste
891,3,321,55,6,na objednavku
387,3,371,142,2,nedostupne
49,5,382,277,2,na objednavku
87,2,443,246,11,na objednavku
526,5,283,139,5,na ceste
436,10,156,45,4,skladom
602,3,322,161,13,na objednavku
990,4,223,183,7,skladom
905,5,11,180,5,na ceste
984,8,108,61,11,nedostupne
788,3,410,173,5,skladom
82,7,323,264,2,na objednavku
552,4,99,145,11,skladom
830,6,415,41,3,odenuenstp
234,9,411,71,4,nedostupne
907,12,311,258,13,na ceste
604,6,174,84,4,skladom
282,4,384,2,3,nedostupne
940,12,82,207,4,na ceste
457,4,27,130,10,na objednavku
655,9,334,257,5,skladom
16,3,150,65,1,nedostupne
175,11,358,45,1,na objednavku
945,5,437,96,6,skladom
689,10,140,177,1,na ceste
538,3,133,268,9,na objednavku
933,4,198,33,1,na objednavku
252,8,349,12,4,na objednavku
433,9,422,159,4,na objednavku
941,6,239,176,10,na objednavku
210,7,366,105,6,na ceste
89,2,26,207,1,nedostupne
653,2,132,26,3,dsaoklm
830,3,21,165,5,na objednavku
800,11,7,269,1,na objednavku
709,6,193,239,5,nedostupne
529,8,283,283,8,na ceste
684,1,149,198,4,na ceste
337,9,310,68,8,na objednavku
624,8,315,94,2,skladom
816,2,302,149,3,skladom
163,2,376,117,5,nedostupne
743,7,209,250,2,nedostupne
841,9,267,273,3,nedostupne
710,9,15,141,13,skladom
277,12,249,257,2,na objednavku
790,2,278,91,2,nedostupne
780,10,317,7,6,na objednavku
593,7,309,73,4,na objednavku
425,8,206,278,14,na ceste
174,3,282,120,6,na ceste
928,1,17,110,11,skladom
60,1,13,269,10,na objednavku
10,6,298,276,4,skladom
759,1,394,105,13,nedostupne
344,1,363,139,10,na ceste
46,11,167,16,5,na ceste
881,12,301,200,2,nedostupne
614,1,46,179,2,na objednavku
820,2,61,83,3,na ceste
646,11,104,145,9,nsopeutnde
498,11,356,213,5,na ceste
704,5,124,136,6,na ceste
650,8,329,259,4,odenutnpse
833,4,175,194,4,na objednavku
828,9,150,254,2,nedostupne
638,4,275,222,5,na objednavku
838,12,177,90,13,na objednavku
869,4,137,7,1,na objednavku
138,10,202,210,2,skladom
593,12,443,276,8,nedostupne
539,1,104,199,1,nedostupne
831,3,450,175,6,na ceste
900,11,426,193,6,skladom
849,5,61,35,8,skladom
610,5,372,24,4,oeenptsdnu
701,8,349,77,4,na ceste
925,12,187,41,11,na objednavku
784,2,275,244,6,skladom
420,8,92,97,4,na ceste
175,4,440,79,1,skladom
976,7,302,257,2,skladom
978,3,72,109,2,skladom
212,8,108,250,14,nedostupne
731,12,174,119,6,skladom
625,1,285,275,4,skladom
288,1,278,2,5,skladom
159,12,401,110,5,nedostupne
84,6,235,56,9,nedostupne
365,1,110,76,2,skladom
658,11,136,125,1,nvbauoae djnk
736,4,48,39,4,dtenuesnpo
574,10,76,78,1,na objednavku
448,2,109,193,3,na ceste
747,9,213,249,6,na ceste
472,10,266,2,12,na objednavku
469,9,287,14,1,skladom
584,1,322,31,1,skladom
267,4,394,249,1,nedostupne
12,11,249,151,5,nedostupne
934,7,81,127,3,na objednavku
40,8,65,272,1,na ceste
8,9,45,178,3,na ceste
683,11,159,10,1,nedostupne
560,6,217,64,7,na ceste
545,11,376,158,12,skladom
945,12,36,226,14,na ceste
66,1,115,134,10,na ceste
350,2,297,280,4,nedostupne
159,7,81,116,5,nedostupne
624,4,425,83,6,skladom
307,2,92,89,3,na ceste
213,7,77,43,13,na ceste
21,6,434,14,4,skladom
798,9,39,53,2,skladom
689,3,78,78,2,skladom
567,6,443,271,2,na objednavku
528,1,338,244,4,skladom
364,1,6,153,8,na objednavku
689,10,267,66,3,na objednavku
608,9,245,229,3,skladom
751,2,307,143,4,skladom
188,9,205,22,13,na ceste
27,9,375,35,3,na objednavku
952,10,204,1,1,skladom
458,12,3,188,3,nedostupne
615,12,410,141,1,na objednavku
664,7,384,60,3,nedostupne
323,11,18,227,3,nedostupne
147,10,135,9,3,nedostupne
526,1,107,62,4,na objednavku
899,4,385,78,3,na objednavku
820,10,382,59,9,nedostupne
585,10,265,44,14,nedostupne
620,10,138,142,13,na objednavku
830,2,21,280,3,nedostupne
984,10,266,190,10,na ceste
494,1,376,31,4,na ceste
798,1,138,68,1,skladom
380,11,247,164,9,na objednavku
464,1,399,192,2,nedostupne
821,1,120,22,3,skladom
227,3,288,220,13,skladom
914,3,385,102,10,skladom
592,8,48,207,4,na objednavku
391,6,64,198,2,nedostupne
944,7,401,103,4,na objednavku
401,1,48,163,7,na ceste
349,6,16,229,6,nedostupne
416,11,431,36,6,nedostupne
24,2,288,230,9,skladom
535,3,17,133,1,na ceste
684,10,83,258,13,skladom
253,1,134,138,1,na ceste
263,4,288,51,9,na ceste
160,4,393,241,3,na ceste
998,10,148,129,2,na ceste
373,11,232,228,1,nedostupne
488,5,203,98,10,na ceste
881,3,389,232,4,na objednavku
687,7,176,256,8,nedostupne
972,3,170,9,2,na objednavku
112,6,120,32,6,na ceste
917,4,387,234,4,nedostupne
192,3,421,161,4,na objednavku
573,6,143,99,5,na objednavku
220,6,349,259,4,nedostupne
733,12,298,71,10,uennsedtpo
603,3,44,97,6,na objednavku
844,2,168,154,1,skladom
618,7,287,166,9,nedostupne
468,8,375,205,3,na ceste
854,6,132,140,2,na objednavku
813,8,324,231,3,skladom
805,10,260,114,6,na ceste
374,10,242,241,3,na objednavku
430,11,65,157,2,nedostupne
992,11,314,231,1,nedostupne
183,5,293,250,3,nedostupne
703,3,401,224,1,nedostupne
921,6,316,175,6,na objednavku
774,6,290,253,14,nedostupne
469,4,146,223,5,na objednavku
814,8,288,175,8,skladom
142,1,390,123,6,skladom
775,9,196,97,1,na objednavku
301,11,124,241,4,nedostupne
764,5,230,145,12,na objednavku
706,8,37,165,8,nedostupne
772,1,236,279,1,na objednavku
95,9,354,200,3,skladom
756,3,92,97,3,nedostupne
445,11,283,214,5,na objednavku
709,9,79,180,2,na objednavku
726,8,355,255,2,nedostupne
337,5,273,8,1,nedostupne
370,10,137,167,1,na ceste
890,3,266,37,6,skladom
840,10,304,39,2,skladom
365,4,85,108,2,na objednavku
243,11,168,100,4,abndjv akneuo
240,5,248,226,3,na ceste
453,6,142,4,3,nedostupne
653,6,241,174,11,skladom
413,7,113,213,6,na ceste
375,9,105,77,2,na ceste
337,3,451,253,7,na ceste
692,12,209,201,2,skladom
206,12,127,92,5,nedostupne
270,12,383,248,14,skladom
700,12,277,212,3,na objednavku
836,1,436,70,15,nedostupne
876,9,62,159,1,skladom
776,12,111,171,1,nedostupne
753,8,443,226,11,nedostupne
8,4,349,68,3,na ceste
675,7,385,133,1,na objednavku
32,3,58,2,2,skladom
443,2,438,207,3,skladom
532,7,318,101,2,na objednavku
432,9,22,33,4,skladom
269,8,350,180,1,na ceste
145,10,302,185,6,na objednavku
788,5,385,89,4,na ceste
891,10,311,174,3,skladom
956,2,217,271,13,na ceste
525,2,447,259,1,na objednavku
114,5,439,51,1,na ceste
201,3,321,48,6,na objednavku
91,10,419,155,1,na ceste
955,5,3,219,3,na objednavku
229,3,263,107,8,skladom
476,6,132,70,2,uknebva ondja
940,2,320,202,2,skladom
581,2,194,216,2,skladom
482,3,14,94,3,na objednavku
4,8,364,252,4,skladom
423,3,88,94,4,na objednavku
922,12,332,43,8,uonjaakdnve b
103,1,38,73,1,nedostupne
188,2,299,106,10,na objednavku
662,9,148,271,1,skladom
1,4,232,99,12,na ceste
61,10,407,116,5,nedostupne
755,1,212,109,1,na ceste
120,2,360,99,3,na ceste
921,10,223,259,3,skladom
468,9,110,77,1,skladom
41,2,281,122,3,na ceste
112,11,39,71,2,nedostupne
466,3,16,5,3,na objednavku
351,6,127,107,2,skladom
855,8,81,275,3,na objednavku
573,4,429,180,3,na ceste
440,12,257,178,6,skladom
488,2,285,23,8,nedostupne
680,7,176,262,13,skladom
967,2,211,265,1,skladom
168,6,74,277,1,nedostupne
768,11,245,165,3,na objednavku
851,7,187,151,2,nedostupne
823,12,175,171,13,nedostupne
528,8,39,211,4,skladom
152,9,383,273,8,na objednavku
696,7,269,259,1,skladom
725,10,431,102,4,skladom
806,12,378,212,1,nedostupne
18,2,57,121,2,na ceste
291,11,99,199,2,na objednavku
579,5,54,256,4,dukbeaja nvon
407,5,233,257,4,na objednavku
459,1,179,71,1,na ceste
70,2,65,218,5,nedostupne
213,9,244,199,4,nedostupne
663,3,431,275,3,na objednavku
115,9,141,14,2,na objednavku
239,1,147,11,1,nedostupne
751,10,22,237,3,na ceste
104,5,363,277,13,na ceste
954,1,20,214,3,na ceste
853,3,45,184,1,na ceste
304,7,20,75,2,nedostupne
982,3,302,50,3,skladom
556,1,244,78,6,skladom
695,5,270,179,2,skladom
942,5,34,182,2,nedostupne
942,2,23,131,2,na ceste
758,4,41,216,3,nedostupne
366,11,285,175,1,nedostupne
601,9,334,53,3,na objednavku
41,11,167,84,2,skladom
161,7,263,241,1,na objednavku
195,8,232,66,9,na ceste
938,5,93,169,11,na objednavku
623,7,227,147,3,skladom
458,2,86,71,6,nedostupne
501,1,255,6,8,nedostupne
189,11,324,121,12,skladom
182,2,335,84,2,skladom
863,7,311,125,1,nedostupne
934,5,281,114,1,na ceste
380,4,112,103,13,na objednavku
362,6,118,154,3,nedostupne
205,10,196,188,15,na ceste
53,6,249,222,1,nedostupne
874,10,182,165,1,na ceste
943,7,169,121,2,nedostupne
561,12,447,21,10,skladom
121,4,86,228,1,na ceste
346,5,97,180,4,nedostupne
325,11,198,43,10,skladom
309,11,130,30,5,na objednavku
185,8,128,143,1,na ceste
314,12,29,112,1,nedostupne
363,3,324,101,1,nedostupne
584,7,435,184,2,na objednavku
403,2,381,48,3,na objednavku
859,3,168,238,14,skladom
128,2,248,121,11,na ceste
397,1,66,160,4,na ceste
18,10,278,68,2,nedostupne
759,9,432,161,2,nedostupne
176,1,437,229,6,amsdolk
551,5,95,283,3,nedostupne
415,9,250,109,2,na ceste
979,7,124,233,8,skladom
332,3,284,229,6,nedostupne
377,11,20,8,1,skladom
556,9,320,130,4,na ceste
816,4,238,191,3,na objednavku
429,4,158,193,4,nedostupne
738,10,323,203,3,nedostupne
222,8,218,183,12,na objednavku
688,2,256,160,4,na ceste
107,9,346,188,6,nedostupne
118,6,15,63,1,nedostupne
823,8,64,154,9,na objednavku
249,7,105,213,3,skladom
739,6,159,131,11,na ceste
328,12,221,265,4,nedostupne
533,7,297,202,1,skladom
101,11,448,167,3,skladom
695,10,226,89,14,skladom
619,7,272,103,6,skladom
746,11,58,232,1,nedostupne
351,9,16,217,1,nedostupne
273,4,166,142,1,na objednavku
695,9,121,196,6,skladom
25,11,384,20,13,na ceste
810,8,206,197,2,na objednavku
2,4,2,256,3,na objednavku
228,7,41,182,9,skladom
971,8,325,86,12,na objednavku
134,6,344,274,2,nedostupne
67,2,37,9,4,skladom
989,7,237,5,3,nedostupne
687,5,303,206,5,na ceste
889,1,427,175,2,skladom
241,7,356,29,8,skladom
281,9,380,82,4,nedostupne
125,12,420,21,10,skladom
604,11,418,137,10,skladom
464,1,26,123,9,na ceste
170,5,194,179,1,skladom
961,12,311,251,10,nedostupne
305,11,280,263,12,samklod
386,10,360,217,5,skladom
966,12,414,246,2,skladom
855,2,17,252,2,na ceste
240,8,88,142,3,nedostupne
390,11,41,255,11,skladom
823,1,328,232,11,nedostupne
146,6,218,244,3,nedostupne
372,4,40,128,10,nedostupne
73,4,175,120,8,na objednavku
317,2,61,136,2,nedostupne
476,9,328,65,3,na objednavku
354,10,89,170,14,skladom
91,12,393,282,2,skladom
840,6,213,191,1,nedostupne
786,2,121,94,3,na ceste
424,4,409,201,5,na objednavku
498,12,34,160,6,nedostupne
590,8,95,84,15,skladom
921,9,133,126,2,na objednavku
346,2,426,150,2,na objednavku
619,3,158,34,4,k naovnaubjde
537,6,240,87,3,na objednavku
48,5,210,5,15,nedostupne
242,9,126,187,14,skladom
862,12,184,238,1,nedostupne
403,1,51,95,2,na objednavku
221,4,347,97,13,na objednavku
594,5,222,41,3,nedostupne
351,5,356,97,1,skladom
233,7,289,24,3,skladom
727,7,39,129,6,na objednavku
405,1,429,194,10,nedostupne
298,10,338,212,5,na objednavku
792,5,33,220,1,na ceste
594,9,120,110,12,nedostupne
301,7,378,261,4,jakdeanbvnu o
126,9,137,280,4,na ceste
874,5,217,8,3,na objednavku
790,6,217,72,3,skladom
17,5,405,237,2,na ceste
549,7,187,80,1,na ceste
335,8,291,4,2,nedostupne
452,12,108,203,11, eseacnt
543,9,445,82,15,na objednavku
378,1,422,265,1,na objednavku
111,9,102,257,2,nedostupne
301,11,346,154,9,na objednavku
43,6,121,137,15,na objednavku
872,8,183,134,5,skladom
942,6,65,282,5,skladom
358,11,254,194,4,skladom
891,7,27,274,4,skladom
759,2,451,246,12,na objednavku
80,8,257,231,4,na ceste
524,7,48,100,1,nedostupne
703,7,323,153,1,enunpedsto
856,7,352,184,3,nedostupne
461,12,432,56,2,skladom
458,2,208,12,5,skladom
134,7,284,205,15,skladom
132,8,208,86,4,udsnentpoe
392,1,191,77,2,nedostupne
239,2,158,140,4,nedostupne
3,10,271,209,4,nedostupne
400,2,345,268,2,skladom
530,11,85,261,2,nedostupne
266,2,410,44,1,nedostupne
579,8,332,220,6,na ceste
665,9,142,225,1,na objednavku
194,6,365,79,5,nedostupne
683,10,2,58,4,opeduetsnn
519,4,57,69,2,na ceste
956,11,335,100,1,na ceste
873,12,96,10,8,nedostupne
544,10,339,201,4,na objednavku
949,3,433,13,3,na objednavku
319,11,255,93,3,na ceste
527,2,106,70,4,skladom
457,1,237,190,8,skladom
149,9,188,122,3,na objednavku
632,9,417,151,1,na ceste
407,2,338,261,13,na ceste
700,10,215,162,4,skladom
996,6,23,258,2,skladom
660,3,246,165,12,skladom
485,8,342,98,4,na ceste
991,3,368,53,2,skladom
963,5,386,144,2,nedostupne
104,3,284,102,1,na objednavku
990,1,273,204,7,mklasdo
767,8,165,16,4,nedostupne
549,5,247,111,3,skladom
796,12,151,217,12,na objednavku
622,12,339,189,4,na ceste
97,4,86,251,6,nedostupne
256,6,403,254,2,nedostupne
735,10,55,191,4,skladom
939,2,257,130,1,skladom
568,11,328,255,3,nedostupne
144,1,318,178,3,na ceste
750,12,60,38,8,na objednavku
865,2,384,199,3,na objednavku
811,7,331,89,13,skladom
809,4,50,27,5,na objednavku
131,8,136,220,3,na ceste
883,5,362,83,3,na objednavku
342,12,111,169,5,nedostupne
411,5,451,144,1,na objednavku
579,4,90,74,6,nedostupne
648,5,92,6,2,na ceste
986,11,384,183,4,na ceste
323,4,338,33,3,na ceste
749,6,329,178,3,na objednavku
564,6,233,202,12,skladom
238,8,434,263,8,samdokl
703,9,38,47,5,skladom
507,12,168,235,2,na objednavku
998,11,219,7,2,skladom
525,7,268,60,14,na ceste
774,11,154,279,4,na objednavku
930,6,130,80,3,na objednavku
504,5,214,257,3,na objednavku
742,6,36,155,5,na objednavku
46,9,153,181,6,nedostupne
859,2,421,206,4,nedostupne
751,10,6,263,9,na objednavku
142,3,216,122,1,nedostupne
852,6,21,11,15,nedostupne
673,12,444,86,1,skladom
649,4,68,33,3,skladom
795,11,397,19,13,skladom
353,9,302,126,4,nedostupne
699,1,73,28,3,skladom
401,3,241,76,6,nedostupne
367,9,254,91,11,na objednavku
91,2,417,239,1,skladom
242,5,437,125,5,na objednavku
816,12,300,15,2,na objednavku
916,6,182,71,8,na ceste
69,1,241,120,12,na objednavku
135,8,73,132,5,dokmals
581,7,69,225,3,na objednavku
678,12,178,197,12,na objednavku
849,11,71,257,2,nedostupne
156,8,375,185,13,skladom
795,4,310,94,10,nedostupne
641,5,435,259,4,nedostupne
245,4,194,217,1,na objednavku
96,5,351,45,10,na objednavku
546,12,350,98,1,skladom
287,4,338,183,3,na objednavku
959,1,170,262,1,skladom
326,4,329,264,15,na objednavku
659,12,225,188,4,nedostupne
228,6,20,148,2,na objednavku
331,9,213,6,9,nedostupne
638,8,318,70,3,na objednavku
894,10,327,166,7,na ceste
381,3,52,54,1,na objednavku
645,5,362,89,4,skladom
17,11,144,96,5,na ceste
118,3,347,113,4,na ceste
559,3,121,244,4,na objednavku
604,4,146,29,2,na objednavku
11,12,192,49,11,nedostupne
315,11,209,207,3,nedostupne
21,8,204,277,2,na ceste
444,10,241,78,1,na ceste
79,2,109,47,5,na ceste
553,6,139,101,6,na objednavku
626,6,222,218,2,na objednavku
857,2,277,173,2,skladom
349,4,413,201,2,anedaubn jkvo
643,9,376,212,13,na ceste
61,10,46,18,6,na ceste
527,7,448,49,6,skladom
39,5,307,50,4,na ceste
611,12,357,236,12,na objednavku
992,8,12,165,4,na objednavku
504,12,59,75,5,na objednavku
371,10,189,268,11,na ceste
311,3,52,255,15,snnpdteeou
822,9,202,265,3,nedostupne
589,11,78,12,9,nedostupne
532,7,35,209,4,na ceste
549,5,4,237,4,na ceste
642,3,64,190,8,nedostupne
146,7,156,86,10,nedostupne
408,11,281,25,3,kmodals
178,12,438,60,10,na objednavku
684,6,369,34,2,skladom
393,1,164,254,4,skladom
266,1,246,150,11,na objednavku
733,2,424,177,1,skladom
465,2,73,153,1,skladom
692,1,433,18,4,skladom
427,6,225,17,2,na ceste
739,5,336,233,1,na ceste
243,10,285,243,14,na ceste
851,3,54,2,1,nedostupne
76,4,180,174,1,na ceste
994,10,243,92,6,skladom
202,2,241,227,3,nedostupne
476,1,28,251,2,na ceste
484,8,247,4,5,nedostupne
335,10,59,217,1,skladom
202,7,132,91,4,na objednavku
501,3,263,83,6,na ceste
88,10,72,82,1,na ceste
737,8,443,70,6,skladom
337,8,56,243,9,na ceste
980,2,439,108,2,na ceste
996,1,112,38,6,na ceste
91,3,335,162,5,na objednavku
471,11,297,10,1,skladom
610,1,375,41,10,nedostupne
796,1,181,201,2,na ceste
126,10,274,182,3,nedostupne
208,3,172,181,6,skladom
180,10,423,16,9,na ceste
92,3,9,190,1,na ceste
165,3,244,10,2,na ceste
545,11,192,113,3,na objednavku
637,1,314,159,9,na ceste
616,9,346,196,4,skladom
568,3,442,246,4,skladom
867,7,406,216,13,na ceste
571,7,188,210,4,skladom
142,8,59,135,1,na objednavku
514,7,212,226,4,na ceste
50,1,314,108,3,na ceste
7,3,346,22,9,na ceste
887,11,208,263,11,na ceste
20,2,317,31,4,na objednavku
415,7,378,233,1,na ceste
457,6,297,34,2,na objednavku
980,7,350,130,7,na objednavku
85,12,63,191,4,na ceste
929,6,220,127,1,nedostupne
628,4,354,246,4,nedostupne
951,9,111,266,1,nedostupne
216,5,57,234,2,na objednavku
160,6,99,50,3,nedostupne
663,7,5,245,2,skladom
733,11,280,145,6,nedostupne
214,7,313,239,5,na objednavku
642,6,27,222,12,na objednavku
596,11,121,250,1,skladom
970,1,192,52,3,na ceste
200,5,103,180,3,na ceste
186,4,1,262,1,nedostupne
663,1,428,197,7,skladom
163,8,378,148,4,na objednavku
713,12,356,237,1,skladom
358,5,11,43,5,nedostupne
317,12,315,2,4,nedostupne
904,1,55,113,1,na ceste
33,10,434,151,3,nedostupne
184,6,391,21,4,na ceste
337,2,129,105,2,na objednavku
696,8,49,251,3,nedostupne
200,1,112,107,6,na ceste
222,8,33,278,13,nedostupne
218,10,320,27,1,skladom
833,12,427,91,7,nedostupne
519,3,122,276,1,na ceste
542,4,416,196,9,na ceste
660,9,422,76,3,na ceste
862,3,10,150,7,nedostupne
414,12,78,155,4,na objednavku
955,3,376,244,1,na ceste
242,4,140,261,1,na ceste
256,4,91,159,4,nedostupne
