id_zakaznik,id_zamestnanec,vybavuje_dodavatel,id_cas,id_tovar,popis_chyby,uznanie,vybavenie,zdovodnenie,pocet_kusov
347,82,5,208,249,c.eqCilv eueal lsi tuaahro,1,1,"otaN eo, cau icnlrb uliivnms,tiolrqeelrput l",2
224,130,52,379,268," emt asemnluutltpcm,iulmail,im eq v euu soesea",1,1,iir mamNcpedapem  rm temsuo.td,2
374,177,69,123,150,ealsdlm .smteea esoio ts,1,1,unmralibCceuaav t  rna.mqe gu,4
250,74,36,651,86,oitmcrssimtai uieptoin.regiM asin illusdotce di cne,0,1,",toeeseaiinsmluvmel  pee mumt ",2
523,48,10,97,310,"tmpDoos,ne  terce",0,1,"urSisdnr,eotal her d. r teeona irb.ceeP ,d i",5
33,118,40,997,172,"niL.amena,n prmom steage vius a",1,0,umlenlq N u eaqile.sinu uAal,4
66,23,60,687,293,"tulsbisui ,l lreoavscum tme",1,1,linds .asc gi inctUacpue,6
424,35,32,793,399,"taeera n,isiruunnt cou tsmedslcurprit",1,0,nlunstuocDV rtcimu a.ebaaet e ,3
43,31,3,723,364,"uar., elmNusine. tud mtl",0,0,"upurrm,dchuacnrcus etsen sintes i ,eotri ensi,rea",1
440,122,34,784,242,"msaieivsuut rr eputiiamsl es c,gur",1,0,"eaaenmndlNcd uu,u tf.leuteua a ee, mlsr eiesdn iml,.",4
438,13,26,799,57,oorntotusepe  r e.llirttsc,0,0,"auoatr atceugvf, copt pnee, ige,eto il lmseinD.sirs",5
532,205,8,166,290,ii.itucases ii maiorddtrimotlccpgeilM steu nionn se,0,0,isa .i aIctNcl.c pu  n tdaru.lnteui ngnmraahoternpu,4
184,67,45,795,204,ioSmgela e..duseute ,0,0,u a.hvnuincui intlteUt rceendcpddua ii  nctat,6
283,82,27,81,280,"lmd,spqasieuneSne st.e ai, ui",0,0,eoinmlooSsVim.ou.e pscsonpisudud enmv ma  s,5
231,37,37,5,32,"u lneau.ieeaNl c,a tl dimsl aimnSlun",0,0,dinisnalcti Up tnesucg  acea. ru,5
326,148,4,635,115,"eynignm u uomatf,ca",0,0,nuacuiseeantIageasdr lummaa ut ageu ige  amdl.ddtm ae,5
21,180,57,379,184,"esr teserrleudqfu cauiaoiim,,tcnl,ie eitt ,v oq a",0,1,sPs udrumaea brNlCcal enltt iuiuu.drthu.mil,4
261,76,18,133,441,ureclfp  slsuitsuu,1,1,",sitecuua tubt tveusn.ouim spatsql  mipertl,usuCalut ectcra u",4
223,260,28,588,183,latiim samctn.ia i,1,1,  umPtilnspreeu uv  eetsCeuttuetsllle. eavaq,5
266,73,62,229,277,"ic.iie ftudacsrsPlias oh av,e, elilss",1,0,c.n  aneiueurnroqrttoruQs o,2
396,212,66,710,218,neunee tmnrquao ee p tro,0,1,". ssu vmuqesMuuuab,rsisaelt talmi sic",4
266,280,22,164,238,olcea vnic.lolugnasl iD,0,0,srnianuaet l aec Ntoplderasvraue anMisgo.gsat l.tsm eei,4
192,37,36,579,197, inob aerlrtcucgletncce aoeil eus,1,1,rnargCl er.tdm t tuuta ueoeiabIsoirrq,3
199,150,25,488,287," ,eestq.is duPenaerp",0,0,ipqsdlmhueusasuau   saiqlPb,4
417,210,24,524,105,"i.,t ulapeusemgu l",0,1,F.eeduusoear.ilc   ti sSpd  scemlndsseulos,4
44,186,16,765,30,"isgnr,e leItetem ",0,1, ..vurs uutiu inn lnmesg .eiriVaMsanalrIa,5
511,222,10,4,232,lnersd.P a iusmrciuiruvuo  cl,0,1,"D tlvrshceNra.pn .  ne oirn,ucmtec eclsuooiuln",4
347,151,39,639,354," cdtimaumi ,ten",0,1,vnntaens qig.qneeiaus eiupg tneSrnnm eAtisaeedetaeu ss e,1
115,270,25,705,48,eleaeis nrteucaucbc t nl ecglrioo,1,1,faelm eusma.tssreadesa us pittagae c ,4
439,250,12,456,329,i seqlaoeeS uentssstepudimil,1,0,rdt.oeai doiarino lm P.v,2
5,28,61,237,399,lonoum le sI egt.rretmue .ei lefm asutlu,0,1,in em la.iuseeiNounau Asred lmlet ua,1
364,132,43,508,341,"one,rtreirunmp catanstust e",0,0,Nc s.pstdaeofsad iulucoiildsi nsSnmileiucm not,1
104,69,2,751,200,"lr uacaig.otto  teldEtuDsicanqloliuumoti  e,r o",0,1,iarm aeeeP.qutbesonhaqnmul tbtil ,1
79,79,35,962,267,"lvm iDrovVeccuusuuso.tc,ll n eperi ashnN  c.ateormn",0,1,"rtltsc ivurmsi,ui rui,ao lee hrltm ue  m,tceeu",2
371,188,16,900,445,"vttpu liutsiuas er aretmac emupu,edn ",1,1,si  a  etsim ertdslq lm.puasfcsetAu afaaegrilalameaniug,2
421,261,47,737,285,"eb tpsC diguatoi eiousti.trian emclidnro,retcau crtels ",0,1,i orarmdloe o.lsnelpui  .dmPraN,4
159,30,15,985,88,"l S e.nula,linmuentNd m alae",1,0,  mqees ltuulee.evietnlPse,5
448,149,59,258,74,.orudo etiallomt .la ncAivsomcm qiu,0,1,dernlmntuiu lstud  ecni,6
3,184,27,577,91,stohem o.ebq enineq alamnbriuu Panttl,1,0,"saumbMrautv iil a,is ueqms.sus",1
149,43,59,535,421,",eesrue ,rthatpmla t i",0,1,",e,.reeamculdmlaenun  nts ei se,dma . ultedalefuu Ni",4
489,283,18,902,393,muvarabti ltst m usmmsiuEearu,1,1,ntsaa ctas. unsnubpieuenraqioec  edlMm,6
211,155,54,947,338,"arinmdl  iicAi adcpqi.gunau adtbsauct nnv,u",0,0,"a,bi i deie  orrdeer rn.esd utrncPlot,ahe .S",3
17,148,29,207,200,aesu .luptvla  gitl geflaueeiaN.Qisqug uersltt lmcaaei,0,0,"ml.ncaisq vnu,t Acuagrid   imnttuaitaacidn",1
382,107,27,461,38, d .isanumrrsgiipM mimta snoeDsaiug,0,0,"maete,mpulemin eslusmei et ov ",2
51,205,58,843,223,datrnnemla.gac utIqniAiaiuircqu  etlum ,1,1,euottdm pol   oveetisr,1
320,223,36,834,62, nn. oaDttmcdcmauinour e.ce,0,1,"uevimtpie,pls aisiiuruc uadicetars, ts ilng n",6
224,106,8,563,200,"souee eiocitsogmltcpitnasme ,trupisi   ncdrda",0,0,"meuu nml,runpie,otr , tritet ",6
378,100,5,288,97,",ub fualu,j tegctcaoiea russantus es s",1,1,"te mn n,eicatteeplo tcsiistgmtuc aiEi r.iedsa",5
498,243,53,772,359,upai asisesiiurgv tqa aruv p uursrMtdi,0,0,"pmcc ,lu eoe trettLioorsue si esatdnomrm",2
145,145,20,475,425,"aeuic somud,, e",1,1,taSsltteeadevsie suees sasngveic tupi  m,2
493,100,69,254,409,"eau l  aietaoen  gllia,rutesvunmt,eqcrst",0,1," i lvhoc uoersFecd emidllru.em s,ao",1
131,175,27,574,88," u aftapbovteeisusrmssae, jauest uegrni c",1,1,rircnsclue tisd adni.t aotu ieiimspgMionci,4
450,105,7,204,141,eilePaunmuF lmrhsa Ds tseo..sctl ui iesrosal ,1,1,ridu c iaualalssbmuPt.NeiheuntrdultCrm l.u ,2
521,177,10,687,47,etpasFsrueu eeeuu e rt rgm rutc set.mem,1,0,tta eqsunhqc dioimesarPquieemel bbtuiresnu.i ts atel itsn,2
433,241,60,797,354,nreuipmi .snto n,1,1,eiluce unttr nimd lsnud,3
511,203,60,493,37,  nblhtin s uq mubtlqaeoauicrseeiittttsqseeutrane .eePm,0,0,"teldeoqain pt ,leslsulf r,ieoai clies",2
9,243,61,147,147,otlibscu r.soas adlts limCu,0,1,plee lu teeeluu qesqanueNnl,1
374,265,16,827,90,rqt csrnomdiulNaeto doao  lvaoe.,0,1,"pest  b r,,i ealseoeiufduannacdcun,nreii , lmnut",1
204,171,1,230,86,ai srttrugui pesir vMusiuiaurv p qsaad,0,0,Sldmsoeauidtcstcs  ie.n. ema elprusl nedses egCifiiisaeors n,4
374,223,51,233,139, auuimvltens ep qa,1,1,"nrin u i,p euncb e,eu,ordnmdlatesf",1
336,81,8,412,324,.i noemlldufim ergisnia,1,1,"metseteaoeor eLudprilr ocumt nic so,t ms",5
478,262,24,647,253,i fucsmsm iuit  cucsnet pius ilrraupibo,0,1,Qduneoo tdcpulueuin.d.r r  sact einiqa,1
268,51,28,774,38,ni  a .mutPe ualouqdlttieoAvpigroe,1,0,leupN.crcerserumiuss lquse us el u auqesnd,4
119,243,17,132,140,aumu eutiuihmirca.rsu.euPbC lsdrntlal lNt d,1,1,"al,glclmiie  ilcsfis baua uesiauaafiisscns tfs tc",5
260,126,29,29,315,eee omal sodtmlss.i aste,0,0,"unnr t.t, euaSc Nud  nsctee",5
162,151,3,180,426,deeStneqee  u.e gd,0,0,riii cuequ .Qsavr esaatellptu.v,3
71,224,58,268,27,"us leoa biaiecnu lbnolga,rsso t mtuifl",0,0,"nt lu umePdrig renltaateina. esgma,",4
407,172,35,101,134,rmniullmctv Au e.taoialo qo.mdc ios,0,0,"id nac nm  Sm leslnti.eaia,ulNaluule",1
137,11,57,789,105,"imeuamoctyun gf na,",0,1,"bu ,e.tee ubn siqsleNdsat cduenm luioser tc",1
116,270,60,62,74,"eusqo ,mnuels fvate,ttiri ea i q,ieriedcr,ucl aot",0,1,s tueesuau ruibba pnqlm.l sqdibn lq uasiditmaetlah oPmiehePas,5
520,126,41,849,301,nip.mu mnnnuigesrut.cetc o odI,1,0,"metgtpn  tlrnruiasiefuilill rust,sae rei f um",3
98,4,48,574,164,i uasrolne bpMeausre.c,0,0,oo onand.mgutN  istnorm gcsmDrcencm o diaoia,2
364,18,18,448,385, l.utsouueeolmlfr. eaelegi u srIttne mm ,0,1,imtirga i viui.esansf sruitela Dr l a,1
121,249,46,304,373,"rtilreoa, f culir lclpmauo  l,sat apianmcegererorns",1,1,"deiaicslhtresi l,ecfovaiuiP.sl ass  ,",3
289,57,64,280,274,ndiimntooulipei ioa.muste genssiced ctMtr c riialis,1,0,rsn.ieulenS C eoed elssep diadesf.s,4
405,233,12,994,4, r eu tne amt.icNnu.cen,1,1,tiel emufs .erca  gaias  astsaqpsaelmeumdutAa,1
225,261,54,206,104,t .nse eqsumireeeis musioebqalcttl itenPtuanrtqt uhae b,1,1,"gnod.odautumn m,p mmle,tiieDcntea ecti  ,ieunivms  ",5
206,97,65,608,386,Ds t.aiadtauriusaissg v rigp uetvi,1,0,i maeeipnt asIerrd.enr npio,6
366,63,15,798,419,",pliogimrl eurnsetaflm ",0,1,"nt tlmqiasamuAiactiviuncrncgai  atndu,d.  ",1
24,279,69,499,230,Cra au louis.leah eqvlctei,1,0,"aquuigdu etsli sgeaui s suluatptl uca,mai ie,c ae",1
456,3,67,984,265,.qcoe aec ion tustlDuioudl,1,1,"t eoenac utunqels asir,t rtaeu v luairpgeemimlt,",4
112,175,69,243,127,"nibua eaislciutusua dvsMse.qs ,eumsqeeslm u rt ",0,0,eegus  urointuatIt.mdr ib oqerrtlCraa,1
272,162,11,906,38," ue mualNre,.tntmui .dsl",0,0,"se surtepr  uaee imbacoafsujtussgn,",4
148,188,54,331,447,fnmeiusiaoneil i. drgml,1,0,sCocis riailus  stoilbads mqus .truuls,4
151,274,49,960,55,solhbiqo. su eel el CCd.relacirvruisaa  aet,0,1,udei nr numeuc lslittdn,1
112,227,48,545,287,nenNuated vuiepc c u s.eadl prr,0,0,s.eui tueeleeevP tqslmle n,5
297,32,17,427,232,",aamsi ac ttttv sl leeo lnpevisede.aria ,ie,",1,1, cccae.iian agpueneeettt vnoeit.udl  t nedon bdDrivl,2
381,149,45,811,170,"utoircSmice ue,emagdu deagelpt,S.le tdte  a. es",0,0,i sqN   usaeao calia.rnsrtssuecMumluet,5
50,37,56,257,379,"iitetoauurd   ri,avssooc,",1,1,"merpsortriiamn   te,yntsee eilutdormeaieu ti nieirQc uq,ull",4
316,172,1,376,87,"uio.sta,isrot nepf.gc  tenoeemsqDninrlr Iea  e",1,0,n   AIesiaote.gitee.emu e innnnnnms ,5
409,240,6,771,273,"a na lcnciauma cdr,di q.tbu ipdavugninAitsu",0,0,"tms,rese  easpactmit ",6
10,155,28,127,271,  feSeiicduua..leNslai lit l,0,1,a iruu umabCr.ega celnnvqm at,4
173,115,53,442,408," sitoneectldiaaasa lva, i,",1,0,eih t  atnbio sUctirm.,4
130,90,32,444,9, Cruuuceasleipr;ut  slbreoeiica,0,1,oMd ..oieu brrfasie braimcupni rtIne,4
128,194,20,657,253," ulrac imudc,ec mmi lmeatdreoneru  ns,aonu,ufemp",1,1,o s aN eo. i srncstmutcarduul ,1
250,48,42,706,45,.og aimr Mmdunpisai suDtisamsgen ri,0,1,asuseo ildainga uri meunmAl.e,5
372,190,12,837,241,pgvisrt.a Dgsaadteirsi vauuust i i,0,1,"lcrai,eu  et rm vthum,mrloeui",2
252,44,16,613,345,u ri atDomdieetccun.elveoaiDfglf nl.g etoa si rno,1,0,utfiglaNa lutla aqmiiillag.su .cul eeepertuQ v,3
76,62,54,783,451,aei neod mtirsaCdsiro  tuscac.erelpnuors ,1,1," ndsieosobt ,numi ierudeicc relae o.rctD",3
96,51,49,388,152,"bhehtn,usscc .orum ine nD aosir",0,1,"s enees in ld e sqitcdndurcuemn,eiuuf",4
216,168,4,8,307, teehortnrim sioa  ttlimtosbe,1,0,"leid.n dmie ru Dsuosb nictoa, ceirteorce",1
51,36,70,272,230,lpt;eo u iieascrucsu ueibCrreal,1,0,"u sidetiunne lu eeucm mseartnA .g,ancotesrs",2
230,278,8,784,314," cd,asi iit,laefeivss",0,1,"inDoai isulur  sccebnoc dtb,gtcuel o psiimnd,ei insfn.",4
323,80,15,282,410,tbunn.m peiC iidmrnic sruua u,1,0,"estN Da omeasoucivmrroisnueu crv lpccrclel.ueVt,tn i..hsul n ",1
266,108,49,821,336,r.sMeayopm  nhnitesecoiuas,1,0,"dterne. tunasecnAaietourlurp nmi usne meutaie ,gctsr s",2
368,240,6,102,211,"lvrciap uetpauruee  tads,  timsmeuunt",1,1,"d,.lautsetesiaPeenv al , evsqta t,nl ceiioila elet",1
136,188,18,73,259,sim  Alautm itsreeaeuqtat. m,1,1,"to esoubadtqnrl tpaonine  ir,rrutcoa a",3
87,176,70,391,391,"tut oeesevaterrpl,eeiol eg ",1,0,",su o tmrl id usu.enaeDeed uoSoipm rutac",5
279,251,30,62,10, emao tauifrlstlelueg ,1,0,"As,gen  unctralei ssiturdunnitmtae orneurapeutm  .ecse",2
151,157,66,687,231,Aaq.Ic ltuutiueinurti  ineamadg qnmrlac,1,1,elii.la Mfndam ulsnrltnai se a sraaugiM.sascee,3
442,116,1,989,342,mtsedeusipeteqiiosln lS esau,1,1,"tuerooer.tumeslr  mcrsarFue, udmam qpuse  eut ",3
84,259,41,417,415,"douiee cetq ,aeva rlpiti,au creimtnt",1,1,"eampullnitisiis,see  essqrtdostlud qeeu  llol uelem sn,ti",6
205,13,19,330,124,"r paop,  miuetltsia",0,0," pru, a ecasevneni e.ssrpdacirnuNs qlueuicl",6
439,169,30,171,339,"n an,ngeue., oacdtifi m",0,0,lsutseun unmtrVobio  e,2
249,81,2,94,362,"ulnNmllacSueu   ,aa itile,n.mdncean  eils",1,0,"ttererf timeui inc,oaneemslt elu lrir",6
271,91,41,84,329,eu e setecldtp,1,0,Ptugsue ltceaurbn siitones.lda.ns be  C ePtrre iraurnoucs,5
444,92,17,525,382,i usc roeatccr a.,0,1,"nmbuirdulepD,sacuulci ros.eb ur sm",5
382,173,41,692,276,asnc icuru.Ns  ta,1,1,"t   alf,lfuslclamoncenisg bsesiauiu,ia i",5
173,177,28,271,408,.g isrPna vratedueea,1,0,"e cinssoa ttc,lstslsnsdatiiaeoai ev  ilavlennev ,uc lslo",2
223,65,59,820,430,ucumipmstouic   siutls cbi iufpe rrsnai,0,0,nmtdrtm urieailag tonIuqI .letnnileigesc ,1
397,15,37,885,390,aesoeima ea ltodurdtsit sge m ,0,1,"asicunipc.u tt a,urs mrun sdeeslmrineuortt",1
144,261,16,700,13," ruesnteriuuiranmttcuo,t enp sdcirals",1,1,  ro.eMiiomnsb raniuansp,6
487,2,5,916,382,usau ruseiuiraeo  e;rtlecCclibp,1,1,"moanrlamc loeae teoioct uat,rs.b  eobcm,doiMr ",2
466,72,40,8,216, miedVoepevn  ainlonm sbunuiussiss.. hSp,1,0,mdPiq h tuaut esshnieab e nmsu ltaoiasl.q auialeulidpesrbbmPq,1
315,156,18,394,147, mr epmp suug.e ae ieduuatieispnsrstetmssS,1,0,ttceeiiertstts uesmbrin  usnoue q,6
182,20,51,872,30,"NVle,apclmnmsuuDoluot. c te vh rsoavui n rie.cnecrs",1,1,"i tene,e mmusipd squaneus cFme ai .cdul",6
339,51,42,114,312, enUdnduau e iiprta.cct nt,1,1,aiehsrlcauq eeets roQ ip a.utiqbritru,4
193,102,69,40,62, mgoiisretvmaadrl aaEiute .c,0,1,srtnusduulttene isnms.co ePi ltncuiee Depq,1
68,132,70,615,194,tnq u emenpuae rte erono,0,1,anstor aca.amrepeNimmdne em nsa.u eptemssa.  diAm pi,1
345,34,16,301,379,"aal, .cutgSlaedere.  eesopmiut",1,1,"i ,ilumntupheul aunri sNs eetdtuoaleg.lerrc clevomsc ",5
242,142,69,887,324,"oce ouestiusmru esdr,teric t noecac",1,1,  o tebcs  uNoauddumisplcnar,6
197,64,17,907,178,"uaecrdtiamnnaal i ovt,puA  ri tusims.uodqbgdli d",0,0,"ni. ,,do liuoedu,toamra M o ostmbace ccmbe smiorte",6
493,185,66,364,230,"rleqmmueeaeemiats liat,uv ne mo s",1,0,tddtrurnaacc iiiiicog.u eMmpni estissnio l,2
240,82,11,135,191,unsccoeor.baeenl.cCssemroint a ir e D ip estuadri,0,1,illedS ueeonraCs s senfps edsd.iee.,6
137,73,19,968,72,tufletseu le rmaagloi ,0,0,anpncd c. gcieen lsusiUr uaatit ,1
454,164,70,344,29,itllfue eresut amgo al,1,1,"eotut e   ostn,iesaule ecc dNlsnurca,l,.unulptc r",5
172,111,41,573,73, e s .feCderioealnds.le,1,1,e e uosouinmomtr.pceenoun lni mcsdii cdiipdo.ol  sNu.nmutnlsdsS,5
158,1,27,132,374,nqduicuUaet tn uQitte iup uiiecnns  ndtcrad.,1,1,ecmeeteitgnSl iaiaavui  sadtt.ce sa le vs,6
267,273,68,443,279,toore tntorlser uiplstec. ,0,0,icttqiso u d us.ibuomsrall,1
249,90,6,105,20,vtoirotaupe.gdoqPueeu  t m ilnAila,1,1,esulti i est esqetcroanenlabetbirtsneht uuqmiP,1
205,2,47,581,120," edocaeudtg i cise,e asnSn alei.stleg",0,1,nidsptIio n.emeie npr erara,5
343,118,53,875,368,lieSide  .suddeaSgee.tmou  ,0,0,"tpoulnei,scbn,etari ,m nna ce ue idue rsnudl,iaf",4
447,27,54,260,172,"isioDsii ,utuvrta.o, diuo ms uecrat  ",1,0,"uipts uDueaerrrict vo.eiltut s lsPn,  rcosu.so",4
200,136,8,973,16,"sgfslsib,aolneiaim u terluactou lob n ",0,1,"seatianna fc,eu e,dl meuled",1
326,33,30,669,426,fllvleueu   estaaNltgciuiemlQatg psei.il .rauae uagqst,0,0,"irsmgucDiaians sil au cnet o mc,sor nusg.mn midudntsaee",3
322,176,13,818,322,.ter.e i.ltsmsaV cbioerrtus siu o Dhlocuocnvsn,1,0,enagiui.aulMflt s  rseir,3
222,128,58,458,354,grrvi suiDdt   ariagvstaaspe.aitsidgav iu.u,1,0," mlrcie tt, l,uel  rires eumi usoihm,rtcuuveta",3
470,135,19,304,214,i v ruanamecC .qr  ualb.ctnguueCtl emuasm,0,0,otCierdsnto.btatg u r lriIerauemua qr,3
12,65,21,925,216, lir Auiacmeulidius t nsenm.auuemtersslPe iciltgqsqulr,1,0,",osueclornDu  ei.avf, ebdi clbi",3
35,153,58,93,127,lc eooiDl.gnivaan luslc,0,0,el ae osedsmn .fems.nesssd lita eer ag spsiSdueee.C,6
239,117,35,798,280,"v,iiacate l dceen a qureo,rueitpimtt",1,1,"nul,piedaueFdct me.samn   q siescm ieuu",5
445,76,40,532,142,seany piaetMurcsmnise.oo h,0,0,e.qi rSe pd snlteaueeu.slCd,5
28,213,60,785,69,"i. iidn,aleidtlvuArsq tuut dguasondmac ioa mr bp",0,0,"ne cu rodieo,re. nnitmlc qiee,eepM b",4
471,85,15,541,172,qliesP u ntmlpefclde  uteeuisneeam i,0,1,itnojnoDsnn .ceooPu r ,1
456,22,5,647,1,"evrcco mmsi aFi,eulh uel",0,1," oudsirofaFmee.o s tloe mulr uL itioat,.sr emdcpg",1
279,272,22,589,189,"ltbgN, ndaliln maa aaum.n",1,0, aaul mierpuustlDecplmQt sui.eiedsci u.rqr ao,6
290,50,65,470,339,"nlielsleeq  usdils,leest  um,ne loipmtu",1,1,",ue u aqmeaedin cud unn  t.lsulgtteauuSsc iadNaalelu",4
320,278,61,369,430," leu,, a lioa,ndeila  csnielntnefncenu",1,1,tnlore ifceemuvschlaPDe a nmqis.atulusiolnegl l.la u,6
442,104,45,63,410,"stconmi ptlreper,tio maceee . fsDsesm,t a ",0,1,"re,clgur eurt tp i gndnvitensalIiiiaslcelutiua,  upssa.",2
126,234,21,643,450,"md isci t nlmebev,usnuoei,u",1,1,"seromlot h nnptel,sl uenioar Ncrui..cecvc uD n",3
221,196,60,634,286," .eprsllmrve  sr eala,ooeme Ctrotui,",0,1," avr .temesnut, Daish oicnibe",5
31,189,16,32,4,uesotii uMror.sie n  nmpnasr,0,0,"iln an.onmodratftsiiutluee c,,jun sa,us u creeepb  id,n",3
116,101,67,617,105,"aosen u cmr, nsudarelrctiteutpntusiri",0,1,Pltus stt ieaas fiaelhilsltumr.euiisqerlsimu  oecq,2
31,207,18,536,240,vollu.Dceliaingca ln os,1,0,mle ese oaCiucut sul qctviosn.,6
350,124,2,808,331,deasSl uaul eaulauus .mue agNcd lta,0,0,"ai.annsuomqte, ilcerillNp u r u eltctve",4
226,274,22,245,24,aImgir antgn eed,1,0,dseaem aeing s tbutnptu iioasnq,3
15,180,25,826,392, l m icuun iss rucutiasfoctbpiire,0,0,"naocec, cuunutnuruqusupa  eloa n tavlldit,t",1
187,75,8,707,105,eSrfg.eemni t tddcunau ie,1,1,"m.esDdi c, m iauni",1
156,53,54,665,64,ucle  Ss.dsdnopeiressF seuod,0,1,uddimuiSis qa a aemldii leat.c,3
120,59,18,144,231,aitasiuuee  etm ftmgts,0,1,mspsud orie.sar euoc ,4
11,124,24,697,315,"iiseeddelu qun detenm f,ce",0,0,"aliitiee.teo  lEl ,btatrm ereo",4
433,125,69,663,153,lmgmu in esliearindoif.,1,1,"regeigtm uusitpsato  ,eau",1
207,208,18,922,313,euir lclud.um iamsrigu somi smntrlqaA,0,1,"naerbgDiso e,n hnvamci id ti",5
414,54,50,684,89,raome s piode,1,0,rss.iul.m esmn  iDl ea oemFod cea attruuisi,6
404,203,48,366,314,l.glulaaNitrlilui s ucem,0,0,",maC aistm.etliuqbtpssrut nu iutcs ceorae u",1
360,39,36,734,388,ualeusuueelt  g,0,1,"n sbl,bugsaim tv imdt  iai,i,idet  dihnradapabne",6
469,37,41,349,227,cusiiq dlDneuloce.ot.uitglluo a a ,0,0,"usnelieeac rt lc lghe,i deuNtie ns ouolruaurvm.tcpmsl",1
420,262,37,39,321,mcta. seIiiniursnapligl dgcauea q,0,0,slcunartl iiiAuemacal.uaqsurtcalmuq tnuicii di  ,4
110,61,47,62,421,Musrii p.earuioo r mse nntsn,0,1,"autrutntaa unqi lleimtd au c csnneimt,t c Acronena,is",3
503,123,27,592,112,sraMr.rcs ut me ruiuri olobm,1,1,"tcoirdoomobmloreMe ,, tab .i ",2
379,212,13,279,112,tasiil . catcetaCdp sgatrmsiur,1,0,"acbsuessQ uud  , oraietmq,iie i u.vlusirsseueltor ",2
22,250,38,554,393, dontooiiePrg.e ,0,0, poeeliru enNocldmlscoioptn..s ncinmuu  onod.mimnSud edsu istsi,5
67,80,32,382,257,"i,olaetrtprcalmrbocearuu o  l",1,0,euslgei riugatdsuenatdmea leueacitem n.u dsaaaIgm  ,3
317,76,6,99,290,"d uneedei si etflqecnm,edu",0,1,drn aeI.miestno eanre rpiip,2
66,80,55,897,314,Fiammle it sDouldsss.i acumit  e,1,0,Imtnau  .seAtne neege,5
364,32,32,30,256,si pnsri sulomefmienutit uim cuauscrViia bb p,1,0,"e shsmlu .sriaqeurco lP u miusameealieqbsi,lelirl, suaol",3
142,130,50,297,395,biDsimsism.um etnnuv dlagus Maii gsrai.u,0,0,nciia.eslc   siuapdUnctg,1
367,80,6,185,99, atluaolt.aprtuluaeqim lA Nv,1,0,aantsut.unregtii gnqSdeasse  p esAeeimne,6
302,156,39,517,422,l uiaaFsumeiioitsc t.ee mm lD s dsu,0,1,"adt eip,eugc e matcetulr,",3
530,165,32,804,70,"eleuec ,,ameunsi  cdedaamiuletn fd",0,0,"u,.m d smiaDecnii ",2
393,63,21,465,204,"mssqueadesienetSsl  uip,",1,0,u cap iUutdit .li ca iunhtuiednettavercdnncn ,5
151,233,6,81,264, tapnuueeo qe nrroemen t,0,0,"vo nhnsri ,d iemola o.Vluobn",6
140,90,70,220,254,"   cuomlEi l, uacnluioot.rlsioeDdgtoieqrattaut ",1,1,"ninuneesc,s, u sslSltunn ,co ord n mo",5
175,275,27,936,324,rmqeqlumsrisrfcNagascspes arituu auu.llneuA sgs le liel i.u,1,1,"o  s,clci ,ee .ihaeivsssfiatPdliraslu",1
462,110,11,775,184,lhullaton tcerDituiv  s.mlamn eaugscacnsuloflielquP ee.s lu,1,0,i   spdu dtrtemtbloei mnouv.eeob,3
142,240,28,747,363," ,etdoaeainilsaa c,al vsit",0,0,agarui lva imqiamrdAut is mu.,4
32,46,67,791,184,ai te.corc crau s,1,0,ituneite esu etsv tspcs aSilg vasdmeasee,6
409,235,63,605,215,"mt patoratj .duubs eP.susrie u,tcrslnuu",0,1,aenseP us nr CedebePcrtraib.n rusiaeuitunlc lto ustrogs. ,2
519,223,33,753,167,"imsmt  airpet ui,asourap l",1,1,osN.moetrrs su ict t a  uuctran,5
344,16,69,298,372,taol.esdsseetm  amloe is,0,1,dsepeueloos . nbcu u tre si eciil Nteaesegruqrocd,5
182,111,53,708,311,"tm plv,rrumitcee ttseai uaaupuuneds  ",1,1,"llrei meeuteltui mov,eseats i  samqmep nurao",6
102,77,37,415,254,ec d.ese en enpsaA nudmtee,1,0,"gen lsp tmtusar ru,isrreah eteeIpae,rr.,htd eata m i",4
33,208,54,42,80,"usonoscn,r,n un ",0,0,Ceiuutev ue.e lamvdalp  ertssetp. ,3
377,180,21,176,148,cieomlo Asqiru.mttodiauvo ml aln .c,0,0,"e  ,ese canlsneitle,sitli fou,aniqpl",5
59,272,37,255,317,"tiu a lb vmmmesc otsuieltas,lure",1,1,sneaarmte. adnmA p essieummimps.odc  aNan m.pteria e,1
353,138,63,54,286,eniutatrbIslurCta r.earigtuo ml d e.qirteo ,0,1,"eQ tpdcrsiuiqela.emt,a ru siue",6
434,69,50,757,65,ecersi tueuanree oigla tblno cccl,0,1,"pm edae ih,lslaseuallaeduet Ps",5
417,274,29,42,252,iuehmDls e.P  ossairsaeouustFmncsli  e. allrt,0,1,m e.ma  nsue gfeunleii clt epqtPseueeidSel esasdt,3
435,149,18,831,277,"nuqrica ul i.tcsdlPeaapeaie,i  eute sasni ,",0,0," sb.  oeu acQqmu u stiuisuseee,svliitaoredrulrs,i ",2
75,279,5,884,85,"ol,bvteiu cml useorr,daaseus ii ",1,1,"asoinioadpcar,b  roenolue rn rtttaqtu ",2
86,54,25,197,242,".aa stu esm,ladume",1,1," dquud .lilunpaAo abniard dtutngc, snicorivaim",4
497,202,51,925,86,ue cldrnm.P  euioaovoir s u,0,0,.muene istueuriSuA dntl leesei oqaissmas.sellenp ta,5
