id_cas	id_tovar	id_zamestnanec	id_pobocka	id_zakaznik	druh_otazky	text_otazky	text_odpovede	uspesne_vybavenie
463	317	248	3	191	filmy	auueise milfcs cl rtipi u siborcu ctrustni	dignissim. Maecenas ornare egestas ligula. Nullam feugiat	0
115	87	125	8	231	hry	Duis mi enim, condimentum eget, volutpat ornare,	posuere cubilia Curae	1
477	19	260	6	10	hry	Donec tempor, est ac mattis	sagittis. Nullam vitae diam. Proin dolor. Nulla semper tellus id nunc interdum feugiat. Sed	0
550	166	131	7	229	hry	eleifend vitae, erat. Vivamus nisi. Mauris	adipiscing elit. Curabitur sed tortor. Integer aliquam adipiscing lacus.	1
121	373	48	12	3	kniha	In tincidunt congue turpis.	dignissim pharetra. Nam ac nulla. In tincidunt congue turpis. In condimentum.	0
873	230	19	10	42	kniha	mi enim, condimentum eget, volutpat ornare, facilisis eget,	suscipit nonummy. Fusce fermentum fermentum arcu. Vestibulum ante	1
577	375	173	9	124	hry	Nulla eget metus eu erat semper	mauris. Morbi non sapien molestie orci tincidunt adipiscing.	0
787	3	282	8	468	filmy	justo faucibus lectus, a sollicitudin	pharetra, felis eget varius ultrices, mauris ipsum porta elit,	1
90	57	183	6	242	hry	a feugiat tellus lorem eu metus. In	diam eu dolor egestas rhoncus. Proin nisl sem, consequat nec,	0
218	150	63	11	37	kniha	lectus rutrum urna, nec	Sed dictum. Proin eget odio. Aliquam vulputate ullamcorper magna. Sed eu eros. Nam	1
880	271	201	12	66	filmy	pede sagittis augue, eu tempor erat neque non quam. Pellentesque	Donec dignissim magna a tortor. Nunc commodo auctor velit. Aliquam	0
685	371	204	8	163	hnkia	md av mr,i ateg,eaintis	vel arcu eu odio tristique pharetra.	1
129	268	42	2	100	hry	elit. Curabitur sed tortor. Integer aliquam adipiscing lacus.	tortor. Integer aliquam adipiscing lacus. Ut nec urna et arcu imperdiet ullamcorper.	0
742	130	173	11	500	kniha	vitae aliquam eros turpis non enim. Mauris quis turpis	Aliquam auctor, velit eget laoreet posuere, enim nisl elementum purus, accumsan interdum libero	1
307	123	7	5	162	kniha	posuere at, velit. Cras	non arcu. Vivamus sit amet risus. Donec egestas. Aliquam nec enim. Nunc	0
479	208	2	12	526	hry	mi, ac mattis velit justo nec ante. Maecenas mi felis,	mollis dui, in sodales elit erat vitae risus. Duis a	1
275	391	229	2	410	filmy	mollis vitae, posuere at, velit.	eu, ligula. Aenean euismod mauris eu elit. Nulla facilisi. Sed neque. Sed eget lacus.	0
75	358	43	12	322	kniha	sed, est. Nunc laoreet lectus quis massa. Mauris	malesuada fames ac turpis egestas. Aliquam fringilla cursus purus. Nullam scelerisque neque sed	1
465	401	246	4	503	kniha	e irNi.Irce anu.unhnoalltta a atngdmu c pcn	elementum sem, vitae aliquam eros turpis non enim. Mauris quis turpis	0
757	174	70	7	235	hry	magnis dis parturient montes,	molestie sodales. Mauris blandit enim consequat purus. Maecenas libero est, congue a, aliquet	1
232	25	53	11	317	filmy	massa. Suspendisse eleifend. Cras sed	lobortis augue scelerisque mollis. Phasellus libero mauris, aliquam eu, accumsan sed, facilisis	0
290	50	98	8	504	hry	sit amet risus. Donec egestas. Aliquam nec	magna. Cras convallis convallis dolor.	1
763	35	125	7	376	filmy	vitae purus gravida sagittis. Duis gravida. Praesent eu nulla	lectus ante dictum mi, ac mattis velit justo nec ante. Maecenas	0
801	88	75	4	449	hry	lobortis quis, pede. Suspendisse dui. Fusce diam nunc,	id magna et ipsum cursus vestibulum. Mauris magna. Duis dignissim	1
302	124	236	3	156	filmy	Nullam lobortis quam a	dolor dolor, tempus non, lacinia at, iaculis quis, pede. Praesent	0
338	92	98	6	262	hry	mi tempor lorem, eget	Pellentesque tincidunt tempus risus. Donec egestas. Duis ac arcu.	1
792	425	210	12	477	hry	at arcu. Vestibulum ante ipsum primis	ligula. Aenean euismod mauris eu elit.	0
253	78	241	4	383	kniha	em aiensidmta a t,irvg,	Suspendisse non leo. Vivamus nibh dolor, nonummy	1
506	92	175	7	424	kniha	pede sagittis augue, eu tempor erat neque non quam. Pellentesque	euismod urna. Nullam lobortis quam a felis ullamcorper	0
881	30	33	11	411	filmy	Cum sociis natoque penatibus et magnis dis parturient montes, nascetur	magna. Ut tincidunt orci quis lectus. Nullam	1
91	372	49	8	8	kniha	dui lectus rutrum urna, nec luctus felis purus ac tellus.	magna a tortor. Nunc commodo auctor velit. Aliquam nisl. Nulla eu neque pellentesque	0
111	3	259	2	158	filmy	laoreet, libero et tristique	blandit mattis. Cras eget nisi dictum augue malesuada	1
356	183	165	7	292	hry	diam vel arcu. Curabitur ut odio vel est tempor	Curabitur egestas nunc sed libero. Proin	0
977	133	82	1	342	hry	mi lacinia mattis. Integer eu lacus.	ultrices sit amet, risus. Donec nibh enim, gravida sit amet, dapibus id,	1
98	210	267	4	387	kniha	Quisque ornare tortor at risus. Nunc	fermentum risus, at fringilla purus mauris a nunc. In at	0
796	11	246	3	80	hry	Nullam enim. Sed nulla ante, iaculis nec, eleifend	vehicula aliquet libero. Integer in magna. Phasellus dolor elit, pellentesque	1
416	42	22	4	149	filmy	turpis egestas. Aliquam fringilla cursus purus. Nullam scelerisque neque	mattis. Integer eu lacus. Quisque	0
9	423	39	2	490	lmyif	et, rutrum eu, ultrices sit amet, risus. Donec nibh	Sed dictum. Proin eget odio. Aliquam vulputate ullamcorper magna. Sed eu eros. Nam	1
859	215	42	3	210	ankih	nunc risus varius orci, in consequat enim	luctus sit amet, faucibus ut, nulla. Cras eu tellus eu augue	0
973	395	117	3	48	hry	gravida. Praesent eu nulla at sem molestie sodales. Mauris	sit amet, risus. Donec nibh enim, gravida sit amet, dapibus id, blandit at, nisi.	1
41	100	1	8	360	kniha	ipsum primis in faucibus orci	mauris. Morbi non sapien molestie orci tincidunt adipiscing.	0
576	210	159	8	289	filmy	porttitor interdum. Sed auctor odio a purus. Duis elementum,	qtQtes acitcsliaes at e uIi,ugu.rane. meeiilui nmrdp	1
180	442	88	6	303	kniha	et pede. Nunc sed orci lobortis augue scelerisque mollis.	turpis. In condimentum. Donec at arcu. Vestibulum ante ipsum primis in faucibus	0
976	8	281	12	400	hry	pharetra. Nam ac nulla. In tincidunt congue	in, cursus et, eros. Proin ultrices. Duis volutpat nunc sit amet metus. Aliquam	1
185	202	167	12	121	kniha	mi tempor lorem, eget	Integer vitae nibh. Donec est mauris, rhoncus	0
816	236	121	1	254	hry	velit eu sem. Pellentesque ut ipsum ac mi eleifend egestas.	egestas, urna justo faucibus lectus, a sollicitudin orci sem	1
685	363	171	6	509	hry	Nullam lobortis quam a	nibh vulputate mauris sagittis placerat. Cras dictum ultricies ligula.	0
771	252	96	3	172	kniha	dolor dapibus gravida. Aliquam tincidunt, nunc	netus et malesuada fames ac turpis egestas. Fusce aliquet magna a	1
720	230	195	12	339	filmy	elit. Curabitur sed tortor. Integer aliquam adipiscing lacus.	varius orci, in consequat enim diam vel arcu. Curabitur ut	0
888	75	150	3	121	kniha	Aliquam ultrices iaculis odio.	lectus sit amet luctus vulputate, nisi sem semper erat, in consectetuer	1
612	68	175	3	227	hry	mi, ac mattis velit justo nec ante. Maecenas mi felis,	justo faucibus lectus, a sollicitudin orci	0
512	341	230	12	151	filmy	Donec porttitor tellus non	convallis, ante lectus convallis est, vitae sodales nisi magna sed dui. Fusce aliquam, enim nec	1
876	64	189	12	405	hry	Cras eu tellus eu augue porttitor interdum.	ultrices iaculis odio. Nam interdum enim non nisi.	0
418	319	103	8	238	hry	lacus. Ut nec urna et	at, libero. Morbi accumsan laoreet ipsum. Curabitur consequat, lectus sit amet luctus vulputate,	1
629	322	132	5	232	kniha	molestie dapibus ligula. Aliquam erat volutpat. Nulla	non, vestibulum nec, euismod in, dolor. Fusce feugiat. Lorem ipsum	0
899	201	196	7	72	filmy	vel turpis. Aliquam adipiscing lobortis	Duis mi enim, condimentum eget, volutpat	1
545	315	109	12	445	filmy	tincidunt tempus risus. Donec egestas. Duis	Donec tincidunt. Donec vitae erat vel pede blandit congue. In scelerisque	0
452	306	227	9	456	kniha	nibh. Donec est mauris, rhoncus id,	a, malesuada id, erat. Etiam vestibulum massa rutrum magna. Cras convallis	1
752	162	188	12	273	filmy	lectus, a sollicitudin orci	quis turpis vitae purus gravida sagittis. Duis	0
935	174	19	2	242	myfil	nunc risus varius orci, in consequat enim	euismod et, commodo at, libero. Morbi	1
677	371	31	12	367	filmy	enim mi tempor lorem, eget mollis	Ut nec urna et arcu	0
501	415	230	2	406	hry	lacus. Quisque purus sapien, gravida non, sollicitudin a, malesuada id,	adFu,ulimu,rnueus ino.mo lice pcsu cdee ra md	1
40	387	268	6	368	hry	uimeaquuPnoed Cae.nrse otiut  s isc	aliquet, metus urna convallis erat, eget tincidunt dui augue eu	0
865	147	219	4	71	filmy	augue. Sed molestie. Sed id risus quis diam luctus	porttitor scelerisque neque. Nullam nisl. Maecenas malesuada fringilla est.	1
963	312	270	8	16	filmy	iss m.sisalenticDnetsi qt .uaeem auenge o.c m rA	sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Proin vel arcu eu	0
169	330	238	1	501	filmy	Sed nec metus facilisis lorem tristique	sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Proin vel arcu eu	1
923	25	276	6	410	filmy	ut, sem. Nulla interdum. Curabitur dictum. Phasellus	Aliquam erat volutpat. Nulla facilisis. Suspendisse commodo tincidunt nibh.	0
451	115	101	7	482	hry	id, libero. Donec consectetuer mauris id	suscipit nonummy. Fusce fermentum fermentum arcu. Vestibulum ante	1
689	212	108	1	446	kniha	a, facilisis non, bibendum sed, est. Nunc laoreet	varius. Nam porttitor scelerisque neque. Nullam nisl. Maecenas malesuada fringilla est. Mauris eu turpis. Nulla	0
353	21	258	9	146	kniha	leo. Morbi neque tellus, imperdiet non, vestibulum nec,	ipsum ac mi eleifend egestas. Sed pharetra, felis eget	1
556	195	88	7	378	filmy	nec, malesuada ut, sem.	sem elit, pharetra ut, pharetra sed, hendrerit a, arcu. Sed et libero. Proin	0
107	30	275	7	230	filmy	massa rutrum magna. Cras	vehicula aliquet libero. Integer in magna. Phasellus dolor elit, pellentesque	1
338	240	125	5	267	kniha	massa lobortis ultrices. Vivamus	Sed auctor odio a purus. Duis elementum, dui quis accumsan convallis, ante	0
415	447	31	4	251	kniha	sed, hendrerit a, arcu. Sed et libero.	Donec dignissim magna a tortor. Nunc commodo auctor velit. Aliquam	1
916	365	159	7	185	filmy	Praesent eu dui. Cum sociis natoque penatibus et magnis dis	egestas, urna justo faucibus lectus, a sollicitudin orci sem	0
854	95	157	11	197	filmy	feugiat metus sit amet	dis parturient montes, nascetur ridiculus mus.	1
475	209	238	12	186	filmy	tellus. Aenean egestas hendrerit	Proin nisl sem, consequat nec, mollis vitae, posuere at, velit. Cras lorem lorem, luctus	0
914	21	254	10	66	filmy	vitae aliquam eros turpis non enim. Mauris quis turpis	nunc ac mattis ornare, lectus	1
705	59	125	10	22	hry	eu neque pellentesque massa lobortis	sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Proin vel arcu eu	0
131	138	158	3	471	kniha	iaculis odio. Nam interdum enim non nisi. Aenean eget metus.	sed, est. Nunc laoreet lectus quis massa. Mauris vestibulum, neque	1
721	326	68	3	414	kniha	porta elit, a feugiat tellus	mattis ornare, lectus ante dictum mi, ac mattis velit justo nec ante.	0
986	22	33	8	433	kniha	arcu et pede. Nunc sed orci lobortis augue scelerisque	mauris, rhoncus id, mollis nec, cursus	1
800	50	53	7	479	filmy	erat. Sed nunc est, mollis non, cursus non,	pdrNnsua c ut  nnv e.nccuaeppu lNeaeiir.	0
840	202	259	2	352	kniha	in faucibus orci luctus et ultrices	taciti sociosqu ad litora torquent per conubia nostra, per inceptos hymenaeos. Mauris ut quam	1
904	159	176	6	242	kniha	magna a tortor. Nunc commodo auctor velit. Aliquam	augue ac ipsum. Phasellus vitae mauris sit amet lorem semper auctor. Mauris vel turpis.	0
986	210	68	7	511	hry	taciti sociosqu ad litora torquent	aliquam arcu. Aliquam ultrices iaculis odio. Nam interdum enim non nisi. Aenean eget	1
607	114	57	12	319	hry	condimentum eget, volutpat ornare,	id magna et ipsum cursus vestibulum. Mauris magna. Duis dignissim	0
441	69	189	5	524	filmy	mi tempor lorem, eget	arcu vel quam dignissim pharetra. Nam ac nulla. In tincidunt	1
472	300	41	7	478	kniha	aliquam iaculis, lacus pede sagittis	meoe Q ostro em eaeuur,lleorleueu  si, ,qrl ltipaps  sm uisilstdbitccv siet.megu er	0
107	29	128	6	429	kniha	elit. Aliquam auctor, velit eget laoreet posuere, enim	lacinia. Sed congue, elit sed consequat auctor, nunc nulla vulputate dui, nec tempus mauris	1
468	306	238	5	110	filmy	Nam interdum enim non nisi. Aenean	sagittis. Nullam vitae diam. Proin dolor. Nulla semper tellus id nunc interdum feugiat. Sed	0
772	207	130	9	366	kniha	sed, sapien. Nunc pulvinar arcu et pede. Nunc	ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae	1
282	374	208	5	13	filmy	pharetra. Nam ac nulla. In tincidunt congue	Suspendisse sed dolor. Fusce mi lorem, vehicula et, rutrum eu,	0
967	238	40	5	248	filmy	malesuada augue ut lacus. Nulla tincidunt, neque	pede ac urna. Ut tincidunt vehicula risus. Nulla eget metus eu erat semper rutrum. Fusce	1
443	3	164	8	367	kniha	vestibulum massa rutrum magna. Cras convallis convallis dolor.	aliquet libero. Integer in magna. Phasellus dolor elit, pellentesque a, facilisis non,	0
562	343	225	4	278	hry	aliquet, sem ut cursus luctus, ipsum leo elementum sem,	sem, vitae aliquam eros turpis non enim. Mauris quis turpis vitae purus gravida	1
323	2	157	7	504	hry	 easuo .sDn nimi aesN..rcttqin cl ui emteesuAacn m utegs	Sed auctor odio a purus. Duis elementum, dui quis accumsan convallis, ante	0
721	363	219	6	528	filmy	auctor, nunc nulla vulputate dui, nec tempus	netus et malesuada fames ac turpis egestas. Fusce aliquet magna a	1
260	275	17	12	489	filmy	elit. Curabitur sed tortor. Integer	sollicitudin adipiscing ligula. Aenean gravida nunc sed	0
767	402	1	4	56	filmy	Cum sociis natoque penatibus et magnis dis parturient montes, nascetur	Nam consequat dolor vitae dolor. Donec fringilla. Donec feugiat metus sit amet	1
49	390	13	8	445	kniha	elit. Etiam laoreet, libero et tristique pellentesque,	vehicula. Pellentesque tincidunt tempus risus. Donec egestas. Duis ac arcu. Nunc mauris. Morbi	0
242	225	167	4	217	kniha	hendrerit. Donec porttitor tellus	sed sem egestas blandit. Nam nulla magna, malesuada vel, convallis in, cursus et, eros. Proin	1
476	354	68	4	399	kniha	eros non enim commodo hendrerit. Donec porttitor	euismod est arcu ac orci. Ut semper pretium neque. Morbi quis urna. Nunc	0
917	183	109	9	468	kniha	velit. Cras lorem lorem, luctus ut,	ipsum sodales purus, in molestie tortor nibh sit amet	1
903	370	184	9	427	kniha	Lorem ipsum dolor sit amet, consectetuer	non, cursus non, egestas a, dui. Cras pellentesque. Sed dictum. Proin	0
148	399	53	5	27	hry	nibh. Donec est mauris,	sagittis semper. Nam tempor diam dictum sapien. Aenean massa. Integer vitae nibh. Donec	1
563	375	121	1	298	hyr	eget lacus. Mauris non dui nec urna suscipit	arcu. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae	0
33	172	178	5	78	filmy	a ultricies adipiscing, enim mi	id ante dictum cursus. Nunc mauris elit,	1
280	230	101	3	20	kniha	Mauris nulla. Integer urna. Vivamus molestie dapibus	eu, ligula. Aenean euismod mauris eu elit. Nulla facilisi. Sed neque. Sed eget lacus.	0
113	221	254	8	83	kniha	montes, nascetur ridiculus mus. Aenean eget magna. Suspendisse	vitae, aliquet nec, imperdiet nec, leo. Morbi neque	1
648	284	210	8	233	kniha	Suspendisse sagittis. Nullam vitae diam. Proin dolor. Nulla	scnmiine ae.  enmalu.aelrrulueda  asrqeifciMaa. eenslltsNuuMa eugisss  llqe	0
252	71	84	3	249	kniha	nisi nibh lacinia orci, consectetuer euismod	dui, in sodales elit erat vitae risus. Duis a mi	1
843	8	188	7	397	hry	leo. Morbi neque tellus, imperdiet non, vestibulum nec,	condimentum. Donec at arcu. Vestibulum ante ipsum primis in faucibus orci luctus	0
121	136	186	5	388	hry	eu nulla at sem	eu, odio. Phasellus at augue id ante dictum cursus. Nunc mauris elit, dictum eu, eleifend	1
880	61	21	8	263	hry	amet, consectetuer adipiscing elit. Curabitur sed	deeungnaasc ecst s,savt iine .se lsmaluuao cdniltnoniadss  l tismsie,lqcacliuvo a  av	0
165	393	54	11	289	kniha	lectus rutrum urna, nec	justo faucibus lectus, a sollicitudin orci sem eget massa. Suspendisse eleifend. Cras	1
553	158	9	12	351	kniha	at, libero. Morbi accumsan laoreet ipsum.	dignissim. Maecenas ornare egestas ligula. Nullam feugiat placerat velit. Quisque	0
917	279	145	4	114	hry	Curabitur massa. Vestibulum accumsan neque et	Donec at arcu. Vestibulum ante ipsum primis in faucibus	1
637	375	19	9	307	kniha	a odio semper cursus.	augue, eu tempor erat neque non quam. Pellentesque habitant morbi tristique senectus	0
524	170	230	4	307	filmy	enim non nisi. Aenean eget metus. In nec	turpis. In condimentum. Donec at arcu. Vestibulum ante ipsum primis in faucibus	1
602	357	111	4	123	kniha	ipsum dolor sit amet, consectetuer adipiscing elit. Aliquam auctor, velit	egestas, urna justo faucibus lectus, a sollicitudin orci sem eget	0
54	198	260	8	44	hry	elit, pharetra ut, pharetra	convallis, ante lectus convallis est, vitae sodales nisi magna sed dui. Fusce aliquam, enim	1
611	272	254	7	359	hry	ipsum dolor sit amet, consectetuer adipiscing elit.	diam. Sed diam lorem, auctor quis, tristique ac, eleifend vitae, erat. Vivamus nisi. Mauris nulla.	0
565	108	273	3	384	hry	montes, nascetur ridiculus mus. Proin	pharetra sed, hendrerit a, arcu. Sed et libero. Proin mi.	1
155	112	263	11	149	kniha	ultrices. Vivamus rhoncus. Donec	orci lacus vestibulum lorem, sit amet ultricies sem	0
486	402	221	3	155	kniha	felis ullamcorper viverra. Maecenas iaculis aliquet diam.	ultrices sit amet, risus. Donec nibh enim, gravida sit amet, dapibus id,	1
282	314	77	3	465	hry	sed, facilisis vitae, orci. Phasellus dapibus quam quis diam. Pellentesque	Nunc ac sem ut dolor dapibus gravida. Aliquam tincidunt, nunc ac mattis ornare,	0
500	74	134	9	150	kniha	dui, nec tempus mauris erat eget ipsum.	Integer vitae nibh. Donec est mauris, rhoncus	1
329	171	76	7	69	filmy	lectus. Cum sociis natoque	molestie sodales. Mauris blandit enim consequat	0
574	361	184	6	454	filmy	sem ut cursus luctus, ipsum leo elementum	Proin nisl sem, consequat nec, mollis vitae, posuere at, velit. Cras lorem lorem, luctus	1
213	257	156	7	78	filmy	Integer sem elit, pharetra ut, pharetra sed,	Cras lorem lorem, luctus ut, pellentesque eget, dictum placerat, augue. Sed molestie. Sed	0
551	236	66	11	489	filmy	justo faucibus lectus, a sollicitudin	ante blandit viverra. Donec tempus, lorem	1
719	5	163	3	395	hry	vel pede blandit congue. In scelerisque scelerisque dui. Suspendisse	pharetra, felis eget varius ultrices, mauris ipsum porta elit,	0
866	188	129	11	12	kniha	elit. Curabitur sed tortor. Integer aliquam adipiscing lacus.	sit amet ante. Vivamus non lorem vitae	1
135	141	115	6	269	kniha	nibh sit amet orci. Ut sagittis lobortis mauris. Suspendisse aliquet	Integer vitae nibh. Donec est mauris, rhoncus id, mollis nec, cursus a,	0
385	210	28	8	215	filmy	lectus. Cum sociis natoque	at arcu. Vestibulum ante ipsum primis in faucibus orci luctus	1
783	134	68	9	84	hry	mi,. tCaurli.chmbud  rs mtPel usi lrlNuuuadas.neutte	nisl elementum purus, accumsan interdum	0
11	283	224	12	316	hry	enim non nisi. Aenean eget metus.	Cras vehicula aliquet libero. Integer in magna. Phasellus dolor	1
226	302	192	5	494	kniha	at pretium aliquet, metus	cursus non, egestas a, dui. Cras pellentesque. Sed dictum. Proin eget odio. Aliquam	0
803	122	200	7	374	kniha	metus facilisis lorem tristique aliquet.	Donec tempor, est ac mattis semper, dui lectus rutrum urna, nec luctus felis purus	1
696	397	139	9	272	kniha	leo elementum sem, vitae aliquam eros turpis	pharetra sed, hendrerit a, arcu. Sed et libero. Proin mi.	0
11	293	246	11	60	filmy	eros. Proin ultrices. Duis volutpat nunc sit amet metus.	mattis ornare, lectus ante dictum mi, ac mattis velit justo nec ante.	1
125	222	210	2	418	hry	sem semper erat, in consectetuer ipsum	elementum, dui quis accumsan convallis, ante lectus convallis	0
113	340	107	12	346	kniha	felis ullamcorper viverra. Maecenas iaculis aliquet diam.	rutrum, justo. Praesent luctus. Curabitur egestas nunc sed libero.	1
878	387	149	1	349	flmiy	vel pede blandit congue. In scelerisque scelerisque dui.	lacus. Quisque imperdiet, erat nonummy	0
963	136	47	9	485	hry	auctor, nunc nulla vulputate dui, nec tempus	posuere cubilia Curae	1
325	342	283	8	323	hry	nec, malesuada ut, sem.	neque sed sem egestas blandit. Nam nulla magna, malesuada vel, convallis in,	0
275	52	211	9	36	kniha	lectus justo eu arcu. Morbi sit amet massa.	vulputate, posuere vulputate, lacus. Cras interdum. Nunc sollicitudin commodo	1
567	146	163	7	447	filmy	r rseehe Ia, isah,r dtle aeeptrmtu rgtaetp,n	scelerisque neque. Nullam nisl. Maecenas malesuada fringilla est. Mauris eu	0
832	154	90	7	33	hry	Sed eget lacus. Mauris non dui	ultricies ornare, elit elit fermentum risus,	1
475	278	150	9	190	filmy	felis. Nulla tempor augue ac ipsum. Phasellus	sed pede. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Proin	0
921	253	161	11	326	filmy	est arcu ac orci. Ut semper	Quisque varius. Nam porttitor scelerisque neque. Nullam nisl. Maecenas malesuada fringilla est. Mauris	1
994	384	92	5	18	kniha	vitae, orci. Phasellus dapibus quam quis diam. Pellentesque	porttitor scelerisque neque. Nullam nisl. Maecenas malesuada fringilla est.	0
923	117	29	9	331	kniha	lobortis risus. In mi	lorem, luctus ut, pellentesque eget, dictum placerat, augue. Sed molestie.	1
900	113	142	9	494	hry	nec, mollis vitae, posuere at, velit.	vehicula. Pellentesque tincidunt tempus risus. Donec egestas. Duis ac arcu. Nunc mauris. Morbi	0
28	164	87	2	233	filmy	Mauris blandit enim consequat purus.	trusmd.eaea, ir  qualeos meel peersdnsut,amcc e.mo mut, ts ,eFrlqssneeareeuig psu 	1
335	4	92	7	138	hry	felis. Donec tempor, est	hendrerit. Donec porttitor tellus non magna. Nam ligula elit, pretium et,	0
143	86	280	2	292	filmy	easavtpud saslll ei aelm seillte aetn heule,eu,d.Pnsv	facilisis lorem tristique aliquet. Phasellus	1
654	386	272	9	272	filmy	risus. In mi pede, nonummy ut,	parturient montes, nascetur ridiculus mus. Aenean eget magna.	0
883	44	140	11	350	kniha	lacus. Ut nec urna et	aliquam arcu. Aliquam ultrices iaculis odio. Nam interdum enim non nisi. Aenean eget	1
866	423	175	2	140	kniha	ac mattis ornare, lectus ante dictum mi, ac mattis velit	dolor. Donec fringilla. Donec feugiat metus sit amet ante. Vivamus non	0
924	237	202	10	214	kniha	iaculis quis, pede. Praesent eu dui. Cum	rutrum magna. Cras convallis convallis dolor. Quisque tincidunt pede ac urna.	1
435	95	101	5	12	filmy	imperdiet non, vestibulum nec,	Praesent interdum ligula eu enim. Etiam imperdiet dictum magna. Ut tincidunt	0
421	123	94	8	480	filmy	nisl sem, consequat nec, mollis vitae,	rpsttnorndeuumclndt.casiairi eu  uste,m s uirs	1
128	263	136	2	88	hry	Vivamus euismod urna. Nullam lobortis quam a felis	cursus, diam at pretium aliquet, metus urna convallis erat,	0
226	372	67	2	4	hry	pede, ultrices a, auctor non, feugiat nec, diam.	diam luctus lobortis. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos	1
855	351	239	3	97	filmy	vitae aliquam eros turpis non enim. Mauris quis turpis	augue ac ipsum. Phasellus vitae mauris sit amet lorem semper auctor. Mauris vel turpis.	0
789	133	153	5	1	hry	Cras lorem lorem, luctus ut,	malesuada ut, sem. Nulla interdum. Curabitur dictum. Phasellus in felis. Nulla tempor augue ac	1
963	6	75	11	294	kniha	malesuada augue ut lacus. Nulla tincidunt, neque vitae semper	id, libero. Donec consectetuer mauris id sapien. Cras	0
214	231	193	10	85	hry	eros turpis non enim. Mauris	molestie dapibus ligula. Aliquam erat volutpat. Nulla	1
579	263	93	9	50	filmy	roealu seaaCCetus qvd cah e.rls iil	ut, sem. Nulla interdum. Curabitur dictum. Phasellus in felis.	0
457	261	157	12	274	filmy	nisi nibh lacinia orci, consectetuer euismod	quis accumsan convallis, ante lectus convallis est, vitae sodales nisi magna sed dui.	1
205	177	279	1	242	filmy	Nulla dignissim. Maecenas ornare egestas	tellus justo sit amet nulla. Donec non justo. Proin	0
600	184	24	3	532	filmy	penatibus et magnis dis parturient	Duis mi enim, condimentum eget, volutpat	1
912	95	158	9	447	kniha	vitae nibh. Donec est	vel arcu eu odio tristique pharetra.	0
309	175	175	10	290	hry	primis in faucibus orci luctus et ultrices	non, vestibulum nec, euismod in, dolor. Fusce feugiat. Lorem ipsum dolor sit amet, consectetuer adipiscing	1
546	187	33	7	383	filmy	massa. Suspendisse eleifend. Cras sed leo. Cras vehicula aliquet	lacus. Aliquam rutrum lorem ac risus.	0
537	169	105	3	49	kniha	tellus. Aenean egestas hendrerit	non, cursus non, egestas a, dui. Cras pellentesque. Sed dictum. Proin	1
346	105	151	6	523	kniha	est tempor bibendum. Donec felis orci, adipiscing	ac risus. Morbi metus. Vivamus euismod urna. Nullam lobortis quam	0
363	36	82	2	524	hry	risus. Nulla eget metus eu erat	lorem, luctus ut, pellentesque eget, dictum placerat, augue. Sed molestie.	1
450	96	280	10	303	kniha	malesuada id, erat. Etiam vestibulum massa rutrum	sed sem egestas blandit. Nam nulla magna, malesuada vel, convallis in, cursus et, eros. Proin	0
471	415	224	4	163	filmy	rutrum eu, ultrices sit amet,	Quisque varius. Nam porttitor scelerisque neque. Nullam nisl. Maecenas malesuada fringilla est. Mauris	1
60	85	149	4	367	kniha	vulputate, lacus. Cras interdum. Nunc sollicitudin commodo ipsum. Suspendisse	Donec tempor, est ac mattis semper, dui lectus rutrum urna, nec luctus felis purus	0
399	129	231	11	342	hry	et malesuada fames ac turpis	eAat ,ilrloctcqlre ipimiis  uieecaueat,s iendorl naetcgviaeetsmru epet  le mgt.su eon,not	1
408	18	65	2	340	kniha	sit amet lorem semper auctor. Mauris vel turpis. Aliquam	Mauris non dui nec urna	0
515	334	193	7	97	kniha	sem mollis dui, in sodales elit erat vitae risus. Duis	lorem. Donec elementum, lorem ut aliquam iaculis, lacus pede sagittis augue, eu tempor	1
157	397	216	1	12	kniha	sed, hendrerit a, arcu. Sed et libero.	Mauris non dui nec urna	0
565	429	171	5	38	filmy	eu nulla at sem	mus. Donec dignissim magna a tortor. Nunc commodo auctor velit. Aliquam nisl.	1
62	296	58	12	178	filmy	Aliquam nisl. Nulla eu neque	penatibus et magnis dis parturient montes, nascetur ridiculus mus. Aenean eget magna. Suspendisse	0
247	16	38	7	474	hry	accumsan neque et nunc. Quisque	mollis vitae, posuere at, velit. Cras	1
760	334	76	8	370	filmy	lectus. Cum sociis natoque	rutrum, justo. Praesent luctus. Curabitur egestas nunc sed libero. Proin sed turpis	0
320	443	131	9	48	kniha	consectetuer adipiscing elit. Curabitur sed	Mauris non dui nec urna	1
20	105	280	5	27	hry	Aenean massa. Integer vitae nibh.	semper, dui lectus rutrum urna, nec luctus felis purus ac tellus. Suspendisse	0
511	189	35	1	368	filmy	Suspendisse ac metus vitae velit egestas lacinia. Sed congue,	vulputate, lacus. Cras interdum. Nunc sollicitudin	1
