id_faktura,id_zamestnanec,id_tovar,id_zakaznik,id_cas,id_pobocka,suma,naklady,vybavenie,poznamka,prevzatie,platba,stav_objednavky
785,50,59,308,277,4,54.5411475003,6.8842980964,1,pede blandit congue.,kurier,nezaplatena,Vybavena
377,13,436,291,65,8,31.3784926198,319.5575119928,1,ipsum primis in faucibus orci luctus,kurier,zaplatena,Prijata
15,102,146,321,786,4,756.3813999295,680.7432599366,0,"Cras lorem lorem, luctus ut, pellentesque",kurier,nezaplatena,Prijata
496,209,386,380,272,7,396.214118693,81.5773388604,0,"dolor sit amet, consectetuer adipiscing",dobierka,nezaplatena,Pripravuje sa
1897,200,272,57,672,8,62.1226501185,605.6365703233,1,sit amet lorem semper auctor. Mauris,osobny_odber,zaplatena,Odoslana
756,131,344,103,576,9,179.8064545728,39.0320670046,0,magna. Praesent interdum ligula eu enim.,dobierka,nezaplatena,Pripravuje sa
1790,164,39,68,716,12,724.8801570386,50.3629450779,0,et malesuada fames ac turpis,osobny_odber,nezaplatena,Pripravuje sa
785,204,76,432,151,9,511.3415680826,88.3550093416,1,"odio. Etiam ligula tortor, dictum",dobierka,zaplatena,Zrusena
669,259,448,143,934,3,82.2297852952,185.8037611004,1,arcu et pede.,kurier,zaplatena,Prijata
1681,122,339,410,56,5,404.6460152604,204.7046623193,1,odio vel est tempor bibendum.,osobny_odber,zaplatena,Vybavena
594,24,262,129,187,1,760.5163240805,88.3550093416,0,"tellus faucibus leo,",kurier,zaplatena,Vybavena
495,42,185,212,525,4,55.9588278644,25.2050898923,1,et netus et malesuada fames,kurier,zaplatena,Prijata
1361,138,237,147,632,12,81.2200806104,65.0137509964,1,metus vitae velit,osobny_odber,nezaplatena,Prijata
1494,41,84,438,462,9,2.8842058964,356.5927068237,0,sit amet lorem semper auctor. Mauris,dobierka,zaplatena,Zrusena
1868,195,45,425,484,5,82.3126147036,80.5694028921,1,cubilia Curae; Phasellus ornare.,osobny_odber,zaplatena,Vybavena
502,138,6,452,514,8,8.9057885576,89.9656541878,1,"mauris. Integer sem elit,",dobierka,zaplatena,Vybavena
1357,100,28,23,320,4,122.9150202125,60.127575486,0,sed orci lobortis augue,kurier,nezaplatena,Pripravuje sa
923,119,262,7,593,5,325.0348940492,60.1764641516,0,Curabitur egestas nunc,dobierka,nezaplatena,Odoslana
662,161,331,462,924,1,18.2978160214,80.6571465405,0,nisl. Nulla eu,osobny_odber,zaplatena,Zrusena
916,193,256,492,725,7,41.2905159406,81.6116846725,1,"sed, sapien. Nunc pulvinar arcu et",dobierka,nezaplatena,Zrusena
625,17,190,534,2,6,823.2442573644,375.2573163249,1,ornare egestas ligula. Nullam,dobierka,nezaplatena,Pripravuje sa
418,90,412,440,191,8,998.5442454927,721.3430284057,1,sit amet risus. Donec,osobny_odber,nezaplatena,Odoslana
854,283,227,62,266,3,53.2342426013,5.7028396754,1,"mi lorem, vehicula et, rutrum eu,",dobierka,nezaplatena,Vybavena
889,34,374,401,860,1,82.4534252286,855.9412774164,0,"nec, cursus a, enim.",kurier,nezaplatena,Vybavena
1497,168,391,302,333,9,29.7034971882,67.8676300216,0,"nibh. Donec est mauris,",osobny_odber,zaplatena,Pripravuje sa
309,244,20,26,603,4,524.4266684167,36.4659925271,0,"Etiam ligula tortor,",kurier,nezaplatena,Prijata
766,163,85,526,618,7,111.4057358354,25.2050898923,0,"accumsan convallis, ante lectus convallis est,",dobierka,zaplatena,Pripravuje sa
453,72,163,127,704,11,56.4275168814,393.6821287964,1,"eu, euismod ac, fermentum",dobierka,zaplatena,Odoslana
59,152,246,254,21,7,687.68761307,785.2608357556,1,aliquet. Proin velit. Sed,osobny_odber,nezaplatena,Odoslana
1892,212,17,347,883,10,21.7266720254,223.0264720973,0,at arcu. Vestibulum,dobierka,nezaplatena,Pripravuje sa
1238,145,411,440,593,12,15.8939729445,2.438671519,1,natoque penatibus et magnis dis,osobny_odber,nezaplatena,Vybavena
741,278,190,57,358,9,503.9208400995,153.9029672742,1,"varius et, euismod",osobny_odber,nezaplatena,Odoslana
1900,71,425,19,948,3,148.0460409075,82.5206416799,0,"tellus faucibus leo,",dobierka,nezaplatena,Zrusena
1683,37,293,106,469,5,89.3516916316,71.8290318735,0,nonummy. Fusce fermentum fermentum,kurier,zaplatena,Zrusena
435,165,138,266,245,4,20.6457718275,364.1814137343,0,"risus. Donec nibh enim, gravida",osobny_odber,zaplatena,Vybavena
1184,53,19,85,791,11,90.4305993114,161.9123560376,0,"mi. Duis risus odio,",kurier,nezaplatena,Vybavena
547,200,429,225,457,12,334.6755527891,80.5694028921,0,eu turpis. Nulla,osobny_odber,zaplatena,Vybavena
1157,41,136,329,705,12,55.9588278644,465.0111164432,1,neque non quam.,kurier,zaplatena,Vybavena
598,14,223,404,826,11,23.8512075506,1.1390319513,0,turpis. Nulla aliquet. Proin velit. Sed,kurier,zaplatena,Odoslana
1669,139,258,231,939,3,270.3923359513,86.244164072,1,Nunc mauris. Morbi non sapien,dobierka,nezaplatena,Prijata
1878,82,241,205,769,6,158.5934688337,501.510832971,1,enim. Nunc ut erat. Sed nunc,dobierka,zaplatena,Vybavena
1431,76,320,423,485,11,58.9812380727,10.452440707,0,"venenatis vel, faucibus id, libero.",dobierka,nezaplatena,Zrusena
1690,153,201,339,456,3,179.8064545728,67.8676300216,1,purus ac tellus. Suspendisse sed dolor.,osobny_odber,zaplatena,Odoslana
1509,167,84,524,660,3,8.9057885576,30.5151058082,0,"dis parturient montes, nascetur",osobny_odber,nezaplatena,Zrusena
1609,150,326,388,509,7,6.3364885282,71.2490992667,1,"porta elit, a feugiat tellus",osobny_odber,zaplatena,Pripravuje sa
1822,105,26,242,107,1,558.7453464977,60.8276349306,1,"tellus faucibus leo,",dobierka,zaplatena,Prijata
601,212,310,515,339,1,209.1788756661,471.984001575,0,mus. Aenean eget magna.,osobny_odber,nezaplatena,Pripravuje sa
11,240,294,276,501,11,97.2512611188,436.0907102935,0,consequat enim diam vel arcu.,osobny_odber,zaplatena,Odoslana
1470,181,209,61,40,5,34.232155839,567.8966233972,0,et pede. Nunc sed,kurier,nezaplatena,Prijata
1380,42,301,140,204,6,79.1656658519,899.5694744401,1,natoque penatibus et magnis dis,kurier,zaplatena,Zrusena
314,14,233,138,617,1,979.6744119376,122.9479429778,0,odio. Nam interdum enim,osobny_odber,zaplatena,Prijata
553,283,210,196,76,9,76.905831974,497.0126925968,1,"dis parturient montes, nascetur",osobny_odber,zaplatena,Pripravuje sa
1430,172,253,150,476,2,500.0678086653,59.2381819244,1,"Fusce dolor quam, elementum at,",dobierka,nezaplatena,Odoslana
395,201,387,320,663,4,809.5363471657,436.255261302,1,"ultrices sit amet, risus. Donec",dobierka,nezaplatena,Odoslana
1227,189,263,379,743,1,370.9588530473,44.9116795929,1,"vel, vulputate eu, odio.",dobierka,zaplatena,Vybavena
1406,33,200,119,583,2,75.6211425643,13.002700964,0,fames ac turpis egestas. Aliquam fringilla,osobny_odber,zaplatena,Zrusena
817,115,448,111,337,2,979.6744119376,626.9234724808,1,nisi. Cum sociis,osobny_odber,nezaplatena,Zrusena
736,114,191,244,330,4,628.4657586366,23.2589014946,1,nec ante blandit viverra.,kurier,zaplatena,Prijata
1243,17,97,481,84,7,723.3805228025,897.2320114262,0,Nunc mauris. Morbi non sapien,kurier,nezaplatena,Odoslana
1941,274,124,86,751,12,516.6790182702,14.30457565,0,"tellus sem mollis dui, in sodales",kurier,nezaplatena,Prijata
1349,97,314,384,432,10,51.4590410981,626.9234724808,0,sapien. Aenean massa. Integer vitae nibh.,osobny_odber,nezaplatena,Prijata
683,20,111,74,981,1,111.5413936786,15.4842321714,0,volutpat. Nulla dignissim. Maecenas ornare,kurier,zaplatena,Odoslana
1865,37,400,70,390,11,42.0755682979,718.2233460713,0,Nam porttitor scelerisque,osobny_odber,zaplatena,Odoslana
1253,17,305,521,384,6,137.4680851586,12.2240141965,1,rhoncus. Proin nisl,dobierka,nezaplatena,Zrusena
810,163,290,322,511,10,66.8627379462,271.7125257477,1,"aliquet, sem ut cursus luctus,",osobny_odber,zaplatena,Pripravuje sa
695,186,424,293,978,8,396.214118693,53.0831142655,1,"congue, elit sed consequat auctor, nunc",osobny_odber,zaplatena,Odoslana
1776,44,12,27,587,4,401.5116482042,16.70211541,0,"non, feugiat nec, diam. Duis",osobny_odber,zaplatena,Pripravuje sa
332,97,22,163,340,11,44.6036137175,877.7194387279,1,ligula. Donec luctus aliquet odio.,kurier,zaplatena,Prijata
659,102,242,270,18,12,40.1417055633,39.3724447349,0,"Phasellus nulla. Integer vulputate,",dobierka,nezaplatena,Vybavena
480,133,51,222,356,3,33.3814722952,39.7855024505,1,"orci, adipiscing non, luctus",kurier,zaplatena,Zrusena
868,117,7,324,654,9,15.9989994951,834.6869548783,0,enim. Nunc ut erat. Sed,osobny_odber,zaplatena,Vybavena
395,163,378,381,188,3,809.5363471657,808.470072085,0,"auctor quis, tristique",kurier,nezaplatena,Vybavena
1535,235,161,245,9,10,32.80968084,60.144029581,0,"varius orci, in consequat",dobierka,zaplatena,Pripravuje sa
424,199,349,387,781,5,158.5934688337,108.0277328845,0,Pellentesque tincidunt tempus risus.,kurier,zaplatena,Odoslana
320,278,278,464,527,12,552.2363251075,795.6241298933,1,"dolor sit amet, consectetuer adipiscing",dobierka,zaplatena,Vybavena
1828,175,407,327,375,12,542.6142900251,370.1847498771,1,mus. Aenean eget magna.,kurier,nezaplatena,Prijata
452,72,411,94,347,10,805.9592642821,44.6290689753,0,"accumsan convallis, ante lectus convallis est,",kurier,nezaplatena,Zrusena
554,22,4,500,392,6,96.3089829311,691.3452442735,0,mus. Proin vel arcu eu,kurier,nezaplatena,Pripravuje sa
592,232,345,132,270,10,890.6611744314,71.6362515371,0,"varius orci, in consequat",kurier,zaplatena,Vybavena
925,85,103,35,844,9,610.4425285012,16.4190212823,1,et pede. Nunc sed,kurier,zaplatena,Zrusena
934,222,325,448,498,6,55.9588278644,39.3724447349,1,egestas. Duis ac,dobierka,zaplatena,Prijata
637,275,330,185,862,11,24.0974691696,67.530706306,1,"aliquet, sem ut cursus",dobierka,nezaplatena,Pripravuje sa
1477,42,35,406,736,11,416.9525736943,22.7492886549,1,Cras sed leo.,osobny_odber,zaplatena,Zrusena
537,261,422,314,851,10,75.9413576685,674.674830772,0,"placerat, orci lacus vestibulum lorem,",kurier,nezaplatena,Zrusena
642,144,188,121,117,4,456.5264950506,773.6161028501,1,"non, luctus sit",dobierka,zaplatena,Zrusena
1466,239,392,395,624,4,69.9919220526,138.3850151673,1,"dui. Fusce aliquam,",kurier,nezaplatena,Prijata
1567,190,50,509,604,6,58.76230211,389.9268178269,0,"non, luctus sit",osobny_odber,nezaplatena,Odoslana
1836,192,393,497,352,7,56.4275168814,460.2074112743,0,primis in faucibus orci luctus et,dobierka,nezaplatena,Vybavena
942,22,56,20,361,1,456.3036370091,16.4190212823,0,"Aliquam ornare, libero at",osobny_odber,nezaplatena,Zrusena
729,44,265,378,893,6,52.1014849655,799.2038559169,1,"malesuada id, erat. Etiam vestibulum",kurier,nezaplatena,Pripravuje sa
70,135,445,61,718,6,752.4820347317,64.5775346691,0,"lorem, luctus ut,",dobierka,nezaplatena,Vybavena
1266,60,116,502,369,12,97.2512611188,53.6138173984,0,ultrices posuere cubilia Curae;,kurier,zaplatena,Pripravuje sa
1846,237,443,416,89,3,14.9064769037,626.0598652996,1,magna. Suspendisse tristique neque venenatis,osobny_odber,nezaplatena,Zrusena
1761,168,190,258,767,1,64.7321545053,133.2414368168,0,enim. Nunc ut erat. Sed,osobny_odber,zaplatena,Zrusena
143,79,22,453,594,9,691.4978493005,84.3875708012,0,"Phasellus nulla. Integer vulputate,",dobierka,nezaplatena,Vybavena
1673,166,432,317,150,7,248.2803198509,63.0293225544,1,eget odio. Aliquam vulputate,osobny_odber,nezaplatena,Prijata
1950,30,239,175,663,9,43.7471608166,674.674830772,0,vestibulum massa rutrum magna. Cras convallis,osobny_odber,zaplatena,Zrusena
891,175,287,433,621,4,516.6790182702,31.686583478,0,vitae dolor. Donec fringilla. Donec,dobierka,nezaplatena,Prijata
369,73,93,68,625,8,86.8850991596,510.3666481096,1,magnis dis parturient,dobierka,zaplatena,Pripravuje sa
1172,19,42,460,780,10,10.0181014743,336.4836644847,0,natoque penatibus et magnis dis,osobny_odber,zaplatena,Vybavena
31,280,379,428,905,6,21.7266720254,60.144029581,1,a felis ullamcorper viverra.,osobny_odber,zaplatena,Zrusena
1463,181,408,274,453,5,29.7034971882,157.331111189,1,eleifend. Cras sed leo.,dobierka,nezaplatena,Pripravuje sa
1200,47,107,64,77,3,7.6492201071,9.3962512538,0,sed libero. Proin sed,kurier,zaplatena,Pripravuje sa
1568,259,209,83,854,6,99.3679859675,585.2616657503,1,"dui. Fusce diam nunc,",kurier,nezaplatena,Zrusena
1255,136,123,407,982,7,19.6661611088,650.7500347216,0,"dolor, nonummy ac,",osobny_odber,zaplatena,Zrusena
1822,239,243,92,819,3,72.2375011072,40.1432523457,0,feugiat metus sit,kurier,zaplatena,Prijata
1366,189,104,511,727,11,79.1656658519,721.7735535465,0,"vitae semper egestas,",kurier,nezaplatena,Pripravuje sa
1107,45,403,359,771,8,0.6742699072,22.63167731,1,nunc interdum feugiat. Sed,dobierka,nezaplatena,Pripravuje sa
887,19,150,391,366,12,75.5150516517,76.2695534946,0,"ante bibendum ullamcorper. Duis cursus,",osobny_odber,zaplatena,Prijata
1339,182,286,97,860,12,823.722618632,0.6068429165,1,"eu, ligula. Aenean",osobny_odber,zaplatena,Pripravuje sa
1909,41,53,361,116,4,153.7611279637,81.6926308488,0,varius. Nam porttitor scelerisque neque.,kurier,nezaplatena,Zrusena
706,121,416,394,998,11,328.2366883941,88.6071822513,1,ac mi eleifend egestas.,dobierka,nezaplatena,Prijata
1804,78,98,27,273,3,34.5073922537,110.613101162,0,"Lorem ipsum dolor sit amet,",kurier,zaplatena,Odoslana
854,177,218,476,517,3,14.0774519183,73.4270583931,0,"eu, accumsan sed,",kurier,nezaplatena,Zrusena
1405,157,53,190,738,7,7.5681760442,301.2079975102,0,"bibendum ullamcorper. Duis cursus, diam at",dobierka,zaplatena,Vybavena
879,248,433,1,56,5,17.3304591794,14.8122232687,0,magna. Suspendisse tristique neque venenatis,dobierka,zaplatena,Zrusena
1453,29,361,503,196,4,61.6811777931,63.0293225544,1,natoque penatibus et magnis dis,dobierka,nezaplatena,Prijata
1585,106,93,123,336,6,52.1014849655,76.7169193458,0,"varius orci, in consequat",dobierka,zaplatena,Odoslana
1122,12,255,231,625,8,635.4855806567,27.6643720502,1,"sed, sapien. Nunc pulvinar arcu et",kurier,zaplatena,Vybavena
567,243,281,326,758,6,801.4922537841,13.002700964,0,porttitor scelerisque neque. Nullam nisl.,dobierka,zaplatena,Odoslana
1102,94,446,482,584,3,29.2131357826,96.1803599261,0,vulputate ullamcorper magna. Sed,osobny_odber,zaplatena,Vybavena
402,184,416,244,272,9,1.265591057,32.6303466735,0,tincidunt adipiscing. Mauris molestie pharetra,dobierka,nezaplatena,Prijata
1250,41,302,167,712,6,96.3089829311,37.8680114681,0,et malesuada fames ac turpis,osobny_odber,nezaplatena,Zrusena
326,173,137,290,523,2,367.876177188,88.1434066873,1,"lacinia vitae, sodales at,",kurier,zaplatena,Prijata
1153,261,126,213,829,5,63.6974934023,30.5151058082,1,"a, enim. Suspendisse",kurier,nezaplatena,Prijata
363,266,110,32,697,2,970.5735589378,484.7568271682,0,"non, feugiat nec, diam. Duis",kurier,zaplatena,Odoslana
1928,12,328,40,744,8,61.6811777931,436.255261302,1,Aliquam erat volutpat. Nulla dignissim.,osobny_odber,nezaplatena,Prijata
1257,89,331,276,963,2,37.3919660226,341.8797518592,0,non arcu. Vivamus sit amet risus.,dobierka,nezaplatena,Vybavena
1673,232,386,21,186,12,40.1417055633,80.1808019355,1,"risus. Donec nibh enim, gravida",dobierka,nezaplatena,Odoslana
903,114,240,26,472,4,691.4978493005,453.5587959923,1,feugiat metus sit,osobny_odber,zaplatena,Pripravuje sa
386,195,410,22,65,10,34.5073922537,36.127535007,0,lectus justo eu arcu. Morbi sit,osobny_odber,nezaplatena,Prijata
551,270,381,330,559,7,9.619878931,171.0769177414,0,nonummy. Fusce fermentum fermentum,osobny_odber,nezaplatena,Vybavena
1334,217,283,255,414,4,56.4275168814,622.3480643705,1,tempor arcu. Vestibulum ut eros,dobierka,nezaplatena,Odoslana
676,232,22,25,377,3,34.5073922537,188.2609880995,1,"consequat nec, mollis",kurier,zaplatena,Zrusena
1375,117,48,91,853,10,53.2868084498,54.6730394242,0,Mauris vel turpis. Aliquam adipiscing,kurier,zaplatena,Odoslana
1428,30,212,313,788,8,158.5934688337,36.0033004079,0,id risus quis,dobierka,nezaplatena,Prijata
1165,235,20,102,976,7,10.7704391703,6.9604812143,1,eget lacus. Mauris non dui nec,osobny_odber,nezaplatena,Pripravuje sa
1356,136,103,161,961,8,209.2827078886,375.2573163249,1,"bibendum ullamcorper. Duis cursus, diam at",kurier,nezaplatena,Odoslana
1722,106,53,51,410,7,88.0580856465,27.6643720502,0,volutpat nunc sit,osobny_odber,nezaplatena,Zrusena
814,181,288,342,493,6,65.8202021383,52.886071899,0,et netus et malesuada fames,dobierka,zaplatena,Prijata
1747,11,429,456,907,11,54.5411475003,10.8130822331,0,urna suscipit nonummy. Fusce,dobierka,zaplatena,Pripravuje sa
1568,169,263,140,418,2,11.9552659336,11.7631677724,1,arcu. Vestibulum ante ipsum primis in,dobierka,nezaplatena,Vybavena
1079,3,134,31,219,3,75.6211425643,84.3875708012,0,"pretium et, rutrum",dobierka,zaplatena,Prijata
1419,202,130,22,651,12,90.4305993114,38.4847268835,1,"et magnis dis parturient montes, nascetur",kurier,zaplatena,Pripravuje sa
1614,246,97,30,561,11,866.4034227841,280.471398728,1,"venenatis vel, faucibus id, libero.",osobny_odber,nezaplatena,Vybavena
1842,250,352,380,68,7,589.0519330278,74.0068067657,1,"consequat auctor, nunc nulla vulputate",osobny_odber,nezaplatena,Odoslana
799,114,305,333,482,1,136.6088255309,585.2616657503,1,pede blandit congue.,kurier,zaplatena,Vybavena
492,135,260,65,655,4,343.5937650502,9.6933952533,0,Nullam vitae diam. Proin dolor. Nulla,kurier,nezaplatena,Vybavena
283,99,427,219,67,1,51.4590410981,6.8839854095,1,vel pede blandit congue. In,kurier,nezaplatena,Prijata
1030,49,360,135,317,9,40.1417055633,46.8016773462,1,Mauris non dui nec,osobny_odber,nezaplatena,Pripravuje sa
1394,129,389,29,729,1,8.6641683243,60.127575486,0,"placerat, orci lacus vestibulum lorem,",osobny_odber,zaplatena,Pripravuje sa
194,269,113,140,271,10,58.4614071529,165.6545442995,0,"tellus sem mollis dui, in sodales",osobny_odber,nezaplatena,Zrusena
848,84,76,255,666,1,9.619878931,718.2233460713,0,Donec porttitor tellus non magna. Nam,osobny_odber,zaplatena,Zrusena
677,62,261,51,867,1,3.9886487648,54.7281049239,1,vestibulum massa rutrum magna. Cras convallis,osobny_odber,nezaplatena,Prijata
819,52,370,511,607,9,95.8268489689,492.3136015423,1,"ut, pharetra sed, hendrerit a, arcu.",kurier,zaplatena,Pripravuje sa
1295,59,248,113,921,2,437.4245875515,46.8016773462,1,"blandit viverra. Donec tempus, lorem",osobny_odber,zaplatena,Odoslana
482,183,293,218,174,7,484.7280681133,627.8569486924,0,In tincidunt congue,dobierka,zaplatena,Zrusena
764,88,4,26,693,7,68.8423554413,32.3158880509,0,mus. Proin vel arcu eu,kurier,zaplatena,Prijata
119,246,137,119,667,10,42.7608076483,745.8652907051,0,facilisis. Suspendisse commodo,osobny_odber,zaplatena,Zrusena
556,41,21,137,999,1,60.4576452635,10.9055502573,0,sed libero. Proin sed,dobierka,nezaplatena,Vybavena
1841,83,134,390,698,11,206.4486234449,472.6719517261,1,netus et malesuada fames ac,dobierka,zaplatena,Zrusena
1457,99,118,154,472,5,110.4927021079,745.8652907051,1,"odio. Etiam ligula tortor, dictum",dobierka,nezaplatena,Zrusena
295,170,230,58,786,7,1.2400209904,86.7298456142,0,Curabitur egestas nunc,osobny_odber,zaplatena,Prijata
434,232,417,347,695,6,89.0897799283,565.6191827729,0,luctus lobortis. Class aptent taciti,osobny_odber,zaplatena,Prijata
90,95,275,358,955,3,616.3703110069,29.3782170257,0,"varius orci, in consequat",dobierka,nezaplatena,Pripravuje sa
493,23,368,507,786,9,55.341240624,6.9604812143,0,amet ornare lectus justo,dobierka,zaplatena,Prijata
484,252,169,214,11,7,43.3689633384,9.0086893179,0,nunc interdum feugiat. Sed,dobierka,zaplatena,Pripravuje sa
613,100,148,402,350,12,8.3705388475,55.9103851067,0,enim. Nunc ut erat. Sed,kurier,zaplatena,Zrusena
1091,265,191,16,518,12,35.7707130723,34.695831514,0,Mauris quis turpis vitae purus,dobierka,nezaplatena,Vybavena
484,121,129,79,505,3,29.2131357826,860.4280284606,0,"sed, est. Nunc",dobierka,zaplatena,Odoslana
51,95,92,188,50,7,24.2719245143,86.5294785239,1,"mauris. Integer sem elit,",kurier,nezaplatena,Prijata
111,126,212,292,813,3,21.7266720254,83.213783456,1,"dui. Fusce aliquam,",kurier,nezaplatena,Prijata
402,266,358,83,648,6,40.1417055633,453.5587959923,0,egestas. Duis ac,kurier,nezaplatena,Odoslana
1052,248,307,487,521,4,31.333027361,9.4292720966,0,cursus purus. Nullam,dobierka,nezaplatena,Vybavena
309,66,145,82,494,5,728.4950469621,85.7847579522,1,nunc interdum feugiat. Sed,dobierka,zaplatena,Odoslana
1861,201,225,87,479,7,490.4314517044,126.3574514072,0,facilisis lorem tristique aliquet. Phasellus fermentum,dobierka,nezaplatena,Prijata
1565,219,305,171,912,11,373.8707383163,1.1390319513,0,vulputate ullamcorper magna. Sed,kurier,zaplatena,Pripravuje sa
1809,225,343,505,489,10,227.4496247992,785.2608357556,0,"ipsum dolor sit amet, consectetuer adipiscing",kurier,zaplatena,Pripravuje sa
1550,170,205,63,779,2,872.5120397285,219.1071964335,1,"ipsum dolor sit amet, consectetuer adipiscing",kurier,nezaplatena,Odoslana
489,214,209,407,919,12,918.6902004294,26.2918222044,0,eu augue porttitor interdum.,osobny_odber,zaplatena,Prijata
1638,58,368,183,577,6,525.1910574734,310.5526075233,0,"ipsum sodales purus, in molestie tortor",dobierka,nezaplatena,Prijata
1757,215,274,227,40,4,53.2342426013,38.53031551,0,"magnis dis parturient montes, nascetur",kurier,zaplatena,Vybavena
983,23,180,296,453,6,785.9103307128,23.000494712,1,facilisis. Suspendisse commodo,dobierka,nezaplatena,Vybavena
1220,150,215,199,222,3,433.2520198077,78.1965892436,0,dictum magna. Ut tincidunt orci quis,osobny_odber,zaplatena,Vybavena
1588,244,5,132,808,6,79.810035415,59.0024613915,0,"eu, ligula. Aenean",dobierka,zaplatena,Vybavena
1935,216,378,344,981,5,856.8791956641,60.0568273198,1,eu augue porttitor interdum.,osobny_odber,zaplatena,Pripravuje sa
302,118,51,79,56,6,805.4999331944,185.8037611004,0,amet ante. Vivamus non lorem vitae,dobierka,nezaplatena,Odoslana
164,258,197,238,839,9,54.9005834851,448.3052667696,0,ac turpis egestas.,osobny_odber,nezaplatena,Odoslana
481,104,104,529,698,4,899.620951619,59.6483683353,1,tempor arcu. Vestibulum ut eros,osobny_odber,zaplatena,Zrusena
322,3,150,477,593,1,40.3880407102,80.6571465405,0,rutrum magna. Cras,osobny_odber,zaplatena,Prijata
222,150,197,386,792,1,783.0261248164,83.2929598354,0,"ornare, elit elit fermentum",dobierka,nezaplatena,Vybavena
514,22,230,101,788,3,325.0348940492,81.3875393802,0,ligula. Aenean euismod mauris eu,osobny_odber,nezaplatena,Prijata
1177,72,271,34,351,2,500.0678086653,32.3158880509,0,vulputate ullamcorper magna. Sed,kurier,zaplatena,Odoslana
1298,166,280,422,169,11,500.0678086653,144.8550016154,0,"adipiscing non, luctus sit amet,",osobny_odber,zaplatena,Pripravuje sa
88,179,2,374,766,8,589.0519330278,465.0111164432,1,"odio a purus. Duis elementum, dui",osobny_odber,zaplatena,Prijata
1834,4,83,252,356,2,293.9067431726,565.6191827729,1,"auctor quis, tristique",kurier,nezaplatena,Prijata
640,36,351,326,795,5,2.8842058964,81.5773388604,1,Sed eget lacus. Mauris non,dobierka,nezaplatena,Pripravuje sa
1694,258,300,162,40,7,7.6492201071,32.3158880509,1,"semper erat, in consectetuer ipsum nunc",dobierka,nezaplatena,Odoslana
1452,72,16,370,521,12,367.3986252397,88.6071822513,1,"ante. Nunc mauris sapien, cursus",dobierka,zaplatena,Prijata
1607,44,219,233,975,5,927.4299498647,37.1614643466,0,Nulla semper tellus id nunc,dobierka,nezaplatena,Pripravuje sa
245,178,80,302,667,10,23.8512075506,585.2616657503,0,"dui, nec tempus mauris erat",osobny_odber,nezaplatena,Odoslana
1313,159,419,226,309,9,13.7623554561,773.6161028501,1,"quis accumsan convallis,",kurier,nezaplatena,Pripravuje sa
109,211,275,270,283,7,287.6939522102,7.6858240832,1,feugiat. Sed nec,osobny_odber,zaplatena,Odoslana
358,211,137,385,690,2,798.0259400792,68.0590283079,0,Suspendisse sagittis. Nullam,kurier,zaplatena,Prijata
1429,248,397,253,461,2,92.4597593956,253.3327504992,0,"sed, est. Nunc",osobny_odber,nezaplatena,Odoslana
873,15,137,166,27,8,36.2559407484,6.8839854095,0,rhoncus. Proin nisl,osobny_odber,nezaplatena,Vybavena
1224,281,312,66,838,1,71.752816299,82.5303856004,0,arcu. Sed eu nibh,kurier,zaplatena,Odoslana
1554,270,42,334,886,2,60.7478215825,19.0145428944,0,"euismod ac, fermentum vel,",osobny_odber,zaplatena,Vybavena
1188,201,445,342,980,4,607.4515180662,7.5334849628,1,"blandit viverra. Donec tempus, lorem fringilla",kurier,zaplatena,Odoslana
1783,38,334,340,267,7,20.7827703562,319.5575119928,1,nisl. Quisque fringilla euismod enim. Etiam,kurier,nezaplatena,Vybavena
581,88,89,70,567,2,40.5850596726,589.4554323982,1,"Cras lorem lorem, luctus ut, pellentesque",kurier,zaplatena,Odoslana
24,130,368,37,607,9,92.5477331504,721.7735535465,1,eros. Proin ultrices.,dobierka,nezaplatena,Pripravuje sa
1783,250,108,126,468,5,81.190180406,374.0647491999,0,"ligula elit, pretium",kurier,nezaplatena,Prijata
1584,23,87,387,261,8,751.8517812714,605.6365703233,1,ultrices. Vivamus rhoncus. Donec,dobierka,nezaplatena,Prijata
1049,221,219,491,618,3,417.535089422,27.6808502432,0,sapien imperdiet ornare. In faucibus.,kurier,zaplatena,Zrusena
1320,111,274,25,262,10,54.2976357974,282.1415084414,1,"ante bibendum ullamcorper. Duis cursus,",dobierka,zaplatena,Zrusena
1587,78,174,305,803,12,153.00778253,414.9045095779,1,odio tristique pharetra. Quisque ac,dobierka,zaplatena,Vybavena
910,93,233,279,336,9,9.3274958432,777.053857455,0,"varius et, euismod et, commodo",dobierka,nezaplatena,Prijata
280,168,45,220,261,1,724.8801570386,410.6732733082,1,lacus. Cras interdum. Nunc sollicitudin commodo,dobierka,zaplatena,Odoslana
219,135,263,272,247,8,60.4141536169,195.8111135289,0,"enim, condimentum eget, volutpat ornare, facilisis",kurier,nezaplatena,Pripravuje sa
294,16,97,149,410,2,883.0684334971,12.6697067264,0,"Aliquam ornare, libero at",kurier,zaplatena,Pripravuje sa
1882,96,170,532,898,7,438.9304528013,430.4076387081,0,"nibh. Donec est mauris, rhoncus id,",dobierka,nezaplatena,Pripravuje sa
1641,123,22,274,57,10,227.4496247992,881.7069707438,1,non sapien molestie orci tincidunt,kurier,nezaplatena,Prijata
714,194,1,372,133,6,354.1879323311,612.1991491411,1,mus. Aenean eget magna.,kurier,zaplatena,Zrusena
